round,game_index,date,home_team,away_team,minute,team,teamId,isHome,eloTeam,player,playerId,position,rating,keeper,keeperRating,opponent,eloOpponent,x,y,distance,angle,goal_difference,situation,body_part,goal,xg
1,0,19/08/2023,Empoli,Hellas Verona,60,Empoli,2705,True,1477,Răzvan Marin,279563,M,74,Lorenzo Montipò,77,Hellas Verona,1397,21.7,45.2,21,8,0,free-kick,strongFoot,0,0.11817731708288
1,0,19/08/2023,Empoli,Hellas Verona,61,Hellas Verona,2701,False,1397,Paweł Dawidowicz,288321,M,47,Elia Caprile,72,Empoli,1477,9.8,57.2,10,26,0,set-piece,head,0,0.031100219115615
1,0,19/08/2023,Empoli,Hellas Verona,62,Hellas Verona,2701,False,1397,Josh Doig,989276,D,61,Elia Caprile,72,Empoli,1477,6.7,34.9,12,56,0,assisted,strongFoot,0,0.092014171183109
1,0,19/08/2023,Empoli,Hellas Verona,75,Hellas Verona,2701,False,1397,Federico Bonazzoli,284363,F,71,Elia Caprile,72,Empoli,1477,7.5,56.7,8,31,0,corner,strongFoot,1,0.071428433060646
1,0,19/08/2023,Empoli,Hellas Verona,80,Empoli,2705,True,1477,Stiven Shpendi,1142825,F,61,Lorenzo Montipò,77,Hellas Verona,1397,38.7,63.1,39,12,-1,regular,weakFoot,0,0.016145758330822
1,0,19/08/2023,Empoli,Hellas Verona,84,Empoli,2705,True,1477,Tommaso Baldanzi,1012172,M,72,Lorenzo Montipò,77,Hellas Verona,1397,12.1,33.3,16,43,-1,assisted,strongFoot,0,0.028610363602638
1,0,19/08/2023,Empoli,Hellas Verona,88,Hellas Verona,2701,False,1397,Riccardo Saponara,126236,M,71,Elia Caprile,72,Empoli,1477,23.9,31.2,27,28,1,fast-break,strongFoot,0,0.017828302457929
1,0,19/08/2023,Empoli,Hellas Verona,90,Empoli,2705,True,1477,Tommaso Baldanzi,1012172,M,72,Lorenzo Montipò,77,Hellas Verona,1397,23.8,32.0,26,27,-1,assisted,strongFoot,0,0.010286888107657
1,0,19/08/2023,Empoli,Hellas Verona,90,Hellas Verona,2701,False,1397,Federico Bonazzoli,284363,F,71,Elia Caprile,72,Empoli,1477,15.2,42.9,15,17,1,assisted,strongFoot,0,0.080598600208759
1,0,19/08/2023,Empoli,Hellas Verona,90,Hellas Verona,2701,False,1397,Juan Cabal,988037,D,37,Elia Caprile,72,Empoli,1477,23.2,28.3,27,32,1,regular,strongFoot,0,0.0076284226961434
1,1,19/08/2023,Frosinone,SSC Napoli,7,Frosinone,2801,True,1477,Abdou Harroui,915812,M,67,Alex Meret,83,SSC Napoli,1883,11.5,50.0,11,0,0,penalty,weakFoot,1,0.7884
1,1,19/08/2023,Frosinone,SSC Napoli,16,SSC Napoli,2714,False,1883,Victor Osimhen,822471,F,85,Stefano Turati,72,Frosinone,1477,8.6,42.8,9,29,-1,assisted,head,0,0.044839628040791
1,1,19/08/2023,Frosinone,SSC Napoli,18,SSC Napoli,2714,False,1883,Giacomo Raspadori,865651,F,77,Stefano Turati,72,Frosinone,1477,12.5,41.2,13,25,-1,assisted,weakFoot,0,0.071568794548512
1,1,19/08/2023,Frosinone,SSC Napoli,24,SSC Napoli,2714,False,1883,Piotr Zieliński,138605,M,76,Stefano Turati,72,Frosinone,1477,19.6,43.6,20,12,-1,fast-break,weakFoot,0,0.088128484785557
1,1,19/08/2023,Frosinone,SSC Napoli,24,SSC Napoli,2714,False,1883,Matteo Politano,235672,M,77,Stefano Turati,72,Frosinone,1477,16.8,50.3,16,0,-1,fast-break,strongFoot,1,0.17679168283939
1,1,19/08/2023,Frosinone,SSC Napoli,27,SSC Napoli,2714,False,1883,Victor Osimhen,822471,F,85,Stefano Turati,72,Frosinone,1477,8.1,55.2,8,23,0,corner,head,0,0.052777107805014
1,1,19/08/2023,Frosinone,SSC Napoli,32,Frosinone,2801,True,1477,Jaime Báez,796443,M,64,Alex Meret,83,SSC Napoli,1883,12.6,66.0,16,40,0,assisted,strongFoot,0,0.05111275985837
1,1,19/08/2023,Frosinone,SSC Napoli,38,SSC Napoli,2714,False,1883,Giacomo Raspadori,865651,F,77,Stefano Turati,72,Frosinone,1477,9.0,71.6,17,58,0,assisted,weakFoot,0,0.04633067175746
1,1,19/08/2023,Frosinone,SSC Napoli,42,SSC Napoli,2714,False,1883,Victor Osimhen,822471,F,85,Stefano Turati,72,Frosinone,1477,13.3,65.6,17,38,0,assisted,strongFoot,1,0.061738699674606
1,1,19/08/2023,Frosinone,SSC Napoli,44,SSC Napoli,2714,False,1883,Piotr Zieliński,138605,M,76,Stefano Turati,72,Frosinone,1477,24.8,66.6,27,24,1,assisted,weakFoot,0,0.025321947410703
1,1,19/08/2023,Frosinone,SSC Napoli,45,Frosinone,2801,True,1477,Giuseppe Caso,946985,M,67,Alex Meret,83,SSC Napoli,1883,11.4,29.1,18,51,-1,assisted,strongFoot,0,0.022053569555283
1,1,19/08/2023,Frosinone,SSC Napoli,49,SSC Napoli,2714,False,1883,Stanislav Lobotka,150383,M,68,Stefano Turati,72,Frosinone,1477,28.2,40.9,28,12,1,assisted,strongFoot,0,0.016553301364183
1,1,19/08/2023,Frosinone,SSC Napoli,50,SSC Napoli,2714,False,1883,Giacomo Raspadori,865651,F,77,Stefano Turati,72,Frosinone,1477,15.5,31.1,20,39,1,assisted,weakFoot,0,0.025896560400724
1,1,19/08/2023,Frosinone,SSC Napoli,54,SSC Napoli,2714,False,1883,Giovanni Di Lorenzo,153257,D,66,Stefano Turati,72,Frosinone,1477,14.9,68.6,19,40,1,assisted,weakFoot,0,0.034870680421591
1,1,19/08/2023,Frosinone,SSC Napoli,57,Frosinone,2801,True,1477,Jaime Báez,796443,M,64,Alex Meret,83,SSC Napoli,1883,27.5,30.1,30,26,-1,free-kick,strongFoot,0,0.030985673889518
1,1,19/08/2023,Frosinone,SSC Napoli,58,SSC Napoli,2714,False,1883,Victor Osimhen,822471,F,85,Stefano Turati,72,Frosinone,1477,12.9,29.6,18,47,1,assisted,strongFoot,0,0.076689660549164
1,1,19/08/2023,Frosinone,SSC Napoli,65,SSC Napoli,2714,False,1883,Matteo Politano,235672,M,77,Stefano Turati,72,Frosinone,1477,18.3,58.1,19,16,1,assisted,strongFoot,0,0.034992069005966
1,1,19/08/2023,Frosinone,SSC Napoli,65,SSC Napoli,2714,False,1883,Stanislav Lobotka,150383,M,68,Stefano Turati,72,Frosinone,1477,26.6,45.0,26,7,1,regular,strongFoot,0,0.019215481355786
1,1,19/08/2023,Frosinone,SSC Napoli,72,SSC Napoli,2714,False,1883,Giacomo Raspadori,865651,F,77,Stefano Turati,72,Frosinone,1477,1.6,34.4,10,81,1,assisted,weakFoot,0,0.046466112136841
1,1,19/08/2023,Frosinone,SSC Napoli,74,SSC Napoli,2714,False,1883,Piotr Zieliński,138605,M,76,Stefano Turati,72,Frosinone,1477,26.1,34.9,28,21,1,assisted,weakFoot,0,0.0263751745224
1,1,19/08/2023,Frosinone,SSC Napoli,79,SSC Napoli,2714,False,1883,Victor Osimhen,822471,F,85,Stefano Turati,72,Frosinone,1477,14.8,55.7,15,14,1,assisted,strongFoot,1,0.54285579919815
1,1,19/08/2023,Frosinone,SSC Napoli,84,SSC Napoli,2714,False,1883,Giovanni Simeone,341143,F,79,Stefano Turati,72,Frosinone,1477,9.4,65.6,14,48,2,assisted,strongFoot,0,0.053917609155178
1,1,19/08/2023,Frosinone,SSC Napoli,85,SSC Napoli,2714,False,1883,Giovanni Simeone,341143,F,79,Stefano Turati,72,Frosinone,1477,8.7,48.1,8,8,2,corner,head,0,0.059689719229937
1,2,19/08/2023,Genoa,Fiorentina,5,Fiorentina,2693,False,1569,Cristiano Biraghi,122848,D,67,Josep Martínez,72,Genoa,1348,13.2,34.0,17,39,0,assisted,weakFoot,1,0.027790050953627
1,2,19/08/2023,Genoa,Fiorentina,11,Fiorentina,2693,False,1569,Giacomo Bonaventura,36784,M,77,Josep Martínez,72,Genoa,1348,5.6,58.4,7,45,0,regular,strongFoot,1,0.52805429697037
1,2,19/08/2023,Genoa,Fiorentina,11,Fiorentina,2693,False,1569,Nicolás González,901325,M,75,Josep Martínez,72,Genoa,1348,23.7,68.8,26,28,1,assisted,strongFoot,0,0.027790339663625
1,2,19/08/2023,Genoa,Fiorentina,39,Fiorentina,2693,False,1569,M'bala Nzola,788061,F,73,Josep Martínez,72,Genoa,1348,18.7,54.6,18,9,1,regular,strongFoot,0,0.087810337543488
1,2,19/08/2023,Genoa,Fiorentina,40,Fiorentina,2693,False,1569,Nicolás González,901325,M,75,Josep Martínez,72,Genoa,1348,8.2,44.7,8,23,1,corner,head,1,0.046910058706999
1,2,19/08/2023,Genoa,Fiorentina,45,Fiorentina,2693,False,1569,Rolando Mandragora,548178,M,66,Josep Martínez,72,Genoa,1348,18.7,13.6,31,52,2,assisted,strongFoot,0,0.023419136181474
1,2,19/08/2023,Genoa,Fiorentina,56,Fiorentina,2693,False,1569,Rolando Mandragora,548178,M,66,Josep Martínez,72,Genoa,1348,9.2,47.0,9,12,2,assisted,head,1,0.20840260386467
1,2,19/08/2023,Genoa,Fiorentina,58,Genoa,2713,True,1348,Davide Biraschi,233252,D,35,Pietro Terracciano,79,Fiorentina,1569,8.4,48.8,8,5,-3,corner,weakFoot,1,0.1027919575572
1,2,19/08/2023,Genoa,Fiorentina,65,Fiorentina,2693,False,1569,Josip Brekalo,357598,M,73,Josep Martínez,72,Genoa,1348,24.2,62.1,25,18,2,regular,strongFoot,0,0.012897948734462
1,2,19/08/2023,Genoa,Fiorentina,76,Fiorentina,2693,False,1569,Nikola Milenković,836168,D,45,Josep Martínez,72,Genoa,1348,16.6,68.0,20,36,2,set-piece,strongFoot,0,0.04565916955471
1,2,19/08/2023,Genoa,Fiorentina,84,Genoa,2713,True,1348,Mateo Retegui,914501,F,76,Pietro Terracciano,79,Fiorentina,1569,9.8,50.2,9,0,-2,corner,head,0,0.044464584439993
1,2,19/08/2023,Genoa,Fiorentina,90,Genoa,2713,True,1348,Albert Guðmundsson,804909,F,73,Pietro Terracciano,79,Fiorentina,1569,8.1,32.7,14,55,-2,fast-break,head,0,0.03291879966855
1,2,19/08/2023,Genoa,Fiorentina,90,Genoa,2713,True,1348,Morten Thorsby,280991,M,61,Pietro Terracciano,79,Fiorentina,1569,8.0,64.8,12,51,-2,assisted,head,0,0.027182340621948
1,3,19/08/2023,Inter,Monza,5,Inter,2697,True,1891,Marcus Thuram,791702,F,77,Michele Di Gregorio,79,Monza,1397,13.1,42.5,14,21,0,assisted,strongFoot,0,0.13682249188423
1,3,19/08/2023,Inter,Monza,5,Inter,2697,True,1891,Henrikh Mkhitaryan,37151,M,78,Michele Di Gregorio,79,Monza,1397,11.7,39.4,13,31,0,regular,strongFoot,0,0.12220317870378
1,3,19/08/2023,Inter,Monza,7,Inter,2697,True,1891,Marcus Thuram,791702,F,77,Michele Di Gregorio,79,Monza,1397,10.5,49.8,10,0,0,corner,head,0,0.029677910730243
1,3,19/08/2023,Inter,Monza,7,Inter,2697,True,1891,Lautaro Martínez,823984,F,85,Michele Di Gregorio,79,Monza,1397,6.7,43.7,7,32,0,assisted,weakFoot,0,0.1183684617281
1,3,19/08/2023,Inter,Monza,8,Inter,2697,True,1891,Lautaro Martínez,823984,F,85,Michele Di Gregorio,79,Monza,1397,9.0,53.2,9,13,0,assisted,strongFoot,1,0.47165152430534
1,3,19/08/2023,Inter,Monza,12,Monza,2729,False,1397,Georgios Kyriakopoulos,377302,D,48,Yann Sommer,84,Inter,1891,12.1,32.5,16,44,-1,assisted,strongFoot,0,0.047176517546177
1,3,19/08/2023,Inter,Monza,14,Monza,2729,False,1397,Andrea Colpani,928122,F,63,Yann Sommer,84,Inter,1891,24.4,53.8,24,6,-1,fast-break,strongFoot,0,0.064755149185658
1,3,19/08/2023,Inter,Monza,18,Monza,2729,False,1397,Mirko Marić,190933,F,69,Yann Sommer,84,Inter,1891,10.1,58.7,11,30,-1,assisted,head,0,0.027090106159449
1,3,19/08/2023,Inter,Monza,20,Inter,2697,True,1891,Nicolò Barella,363856,M,77,Michele Di Gregorio,79,Monza,1397,18.4,45.4,18,9,1,corner,weakFoot,0,0.044159971177578
1,3,19/08/2023,Inter,Monza,22,Monza,2729,False,1397,Roberto Gagliardini,287057,M,62,Yann Sommer,84,Inter,1891,21.4,31.0,24,31,-1,corner,strongFoot,0,0.027786042541265
1,3,19/08/2023,Inter,Monza,23,Inter,2697,True,1891,Nicolò Barella,363856,M,77,Michele Di Gregorio,79,Monza,1397,15.2,71.7,21,44,1,assisted,strongFoot,0,0.026157416403294
1,3,19/08/2023,Inter,Monza,24,Monza,2729,False,1397,Mirko Marić,190933,F,69,Yann Sommer,84,Inter,1891,8.2,60.3,10,40,-1,assisted,strongFoot,0,0.073584794998169
1,3,19/08/2023,Inter,Monza,25,Inter,2697,True,1891,Federico Dimarco,284361,M,71,Michele Di Gregorio,79,Monza,1397,23.7,39.2,24,17,1,set-piece,strongFoot,0,0.011990426108241
1,3,19/08/2023,Inter,Monza,28,Inter,2697,True,1891,Lautaro Martínez,823984,F,85,Michele Di Gregorio,79,Monza,1397,8.1,42.8,9,31,1,corner,weakFoot,0,0.087459720671177
1,3,19/08/2023,Inter,Monza,30,Inter,2697,True,1891,Federico Dimarco,284361,M,71,Michele Di Gregorio,79,Monza,1397,11.5,31.0,17,48,1,fast-break,strongFoot,0,0.073684893548489
1,3,19/08/2023,Inter,Monza,39,Inter,2697,True,1891,Henrikh Mkhitaryan,37151,M,78,Michele Di Gregorio,79,Monza,1397,14.3,43.9,14,16,1,corner,strongFoot,0,0.051607005298138
1,3,19/08/2023,Inter,Monza,43,Monza,2729,False,1397,Gianluca Caprari,148458,F,75,Yann Sommer,84,Inter,1891,18.1,53.3,18,7,-1,regular,strongFoot,0,0.047727659344673
1,3,19/08/2023,Inter,Monza,43,Inter,2697,True,1891,Federico Dimarco,284361,M,71,Michele Di Gregorio,79,Monza,1397,18.7,32.0,22,33,1,fast-break,strongFoot,0,0.076029255986214
1,3,19/08/2023,Inter,Monza,45,Monza,2729,False,1397,Patrick Ciurria,346676,F,73,Yann Sommer,84,Inter,1891,22.2,49.0,22,1,-1,assisted,strongFoot,0,0.078767247498035
1,3,19/08/2023,Inter,Monza,48,Monza,2729,False,1397,Georgios Kyriakopoulos,377302,D,48,Yann Sommer,84,Inter,1891,10.7,45.5,11,15,-1,regular,strongFoot,0,0.088243335485458
1,3,19/08/2023,Inter,Monza,53,Inter,2697,True,1891,Federico Dimarco,284361,M,71,Michele Di Gregorio,79,Monza,1397,23.4,38.0,24,19,1,assisted,strongFoot,0,0.040570110082626
1,3,19/08/2023,Inter,Monza,60,Inter,2697,True,1891,Hakan Çalhanoğlu,135700,M,79,Michele Di Gregorio,79,Monza,1397,22.8,39.2,23,17,1,free-kick,strongFoot,0,0.096035279333591
1,3,19/08/2023,Inter,Monza,62,Inter,2697,True,1891,Lautaro Martínez,823984,F,85,Michele Di Gregorio,79,Monza,1397,22.2,35.1,24,24,1,assisted,strongFoot,0,0.030029762536287
1,3,19/08/2023,Inter,Monza,65,Monza,2729,False,1397,Samuele Birindelli,856729,M,51,Yann Sommer,84,Inter,1891,8.3,66.0,13,52,-1,assisted,strongFoot,0,0.088462837040424
1,3,19/08/2023,Inter,Monza,66,Inter,2697,True,1891,Federico Dimarco,284361,M,71,Michele Di Gregorio,79,Monza,1397,13.3,36.7,16,34,1,assisted,weakFoot,0,0.067640021443367
1,3,19/08/2023,Inter,Monza,72,Inter,2697,True,1891,Hakan Çalhanoğlu,135700,M,79,Michele Di Gregorio,79,Monza,1397,19.5,61.2,20,21,1,assisted,strongFoot,0,0.073705300688744
1,3,19/08/2023,Inter,Monza,76,Inter,2697,True,1891,Lautaro Martínez,823984,F,85,Michele Di Gregorio,79,Monza,1397,2.7,54.6,4,49,1,fast-break,strongFoot,1,0.89326357841492
1,3,19/08/2023,Inter,Monza,79,Inter,2697,True,1891,Hakan Çalhanoğlu,135700,M,79,Michele Di Gregorio,79,Monza,1397,28.5,60.8,29,14,2,assisted,strongFoot,0,0.020963713526726
1,3,19/08/2023,Inter,Monza,81,Monza,2729,False,1397,Dany Mota,838907,F,72,Yann Sommer,84,Inter,1891,12.4,47.6,12,7,-2,assisted,head,0,0.026212282478809
1,3,19/08/2023,Inter,Monza,87,Inter,2697,True,1891,Carlos Augusto,929199,D,69,Michele Di Gregorio,79,Monza,1397,6.8,51.3,6,7,2,corner,head,0,0.1315261721611
1,3,19/08/2023,Inter,Monza,90,Inter,2697,True,1891,Stefan de Vrij,91046,D,41,Michele Di Gregorio,79,Monza,1397,11.4,46.1,11,13,2,corner,head,0,0.018525674939156
1,3,19/08/2023,Inter,Monza,90,Inter,2697,True,1891,Marko Arnautović,21927,F,79,Michele Di Gregorio,79,Monza,1397,15.2,46.6,15,8,2,assisted,weakFoot,0,0.064221203327179
1,3,19/08/2023,Inter,Monza,90,Monza,2729,False,1397,Gianluca Caprari,148458,F,75,Yann Sommer,84,Inter,1891,25.4,35.2,27,21,-2,assisted,strongFoot,0,0.026311460882425
1,3,19/08/2023,Inter,Monza,90,Monza,2729,False,1397,Valentín Carboni,1153083,M,48,Yann Sommer,84,Inter,1891,10.5,39.9,12,33,-2,regular,strongFoot,0,0.18270044028759
1,4,20/08/2023,AS Roma,US Salernitana 1919,6,US Salernitana 1919,2710,False,1477,Grigoris Kastanos,791566,M,63,Rui Patrício,81,AS Roma,1658,27.5,45.8,27,5,0,assisted,strongFoot,0,0.018657702952623
1,4,20/08/2023,AS Roma,US Salernitana 1919,17,AS Roma,2702,True,1658,Andrea Belotti,220223,F,75,Guillermo Ochoa,81,US Salernitana 1919,1477,9.8,48.0,9,7,0,assisted,weakFoot,1,0.487394541502
1,4,20/08/2023,AS Roma,US Salernitana 1919,20,AS Roma,2702,True,1658,Andrea Belotti,220223,F,75,Guillermo Ochoa,81,US Salernitana 1919,1477,13.7,56.5,14,17,0,assisted,weakFoot,0,0.067925781011581
1,4,20/08/2023,AS Roma,US Salernitana 1919,21,AS Roma,2702,True,1658,Gianluca Mancini,611210,D,44,Guillermo Ochoa,81,US Salernitana 1919,1477,25.2,68.0,28,25,0,assisted,strongFoot,0,0.017719758674502
1,4,20/08/2023,AS Roma,US Salernitana 1919,29,AS Roma,2702,True,1658,Gianluca Mancini,611210,D,44,Guillermo Ochoa,81,US Salernitana 1919,1477,3.8,60.3,7,61,0,corner,head,0,0.056942969560623
1,4,20/08/2023,AS Roma,US Salernitana 1919,31,AS Roma,2702,True,1658,Edoardo Bove,986352,M,66,Guillermo Ochoa,81,US Salernitana 1919,1477,27.9,59.4,28,12,0,assisted,strongFoot,0,0.022466648370028
1,4,20/08/2023,AS Roma,US Salernitana 1919,33,AS Roma,2702,True,1658,Gianluca Mancini,611210,D,44,Guillermo Ochoa,81,US Salernitana 1919,1477,2.8,50.5,2,6,0,corner,weakFoot,0,0.54648965597153
1,4,20/08/2023,AS Roma,US Salernitana 1919,33,AS Roma,2702,True,1658,Chris Smalling,47741,D,47,Guillermo Ochoa,81,US Salernitana 1919,1477,6.4,57.9,8,40,0,corner,head,0,0.048271056264639
1,4,20/08/2023,AS Roma,US Salernitana 1919,36,US Salernitana 1919,2710,False,1477,Antonio Candreva,27982,F,78,Rui Patrício,81,AS Roma,1658,12.7,37.3,15,34,0,assisted,strongFoot,1,0.096196182072163
1,4,20/08/2023,AS Roma,US Salernitana 1919,49,US Salernitana 1919,2710,False,1477,Antonio Candreva,27982,F,78,Rui Patrício,81,AS Roma,1658,14.3,74.5,21,49,1,assisted,weakFoot,1,0.026929683983326
1,4,20/08/2023,AS Roma,US Salernitana 1919,54,AS Roma,2702,True,1658,Stephan El Shaarawy,45925,F,75,Guillermo Ochoa,81,US Salernitana 1919,1477,26.2,54.5,26,6,-2,free-kick,strongFoot,0,0.069124169647694
1,4,20/08/2023,AS Roma,US Salernitana 1919,75,AS Roma,2702,True,1658,Andrea Belotti,220223,F,75,Guillermo Ochoa,81,US Salernitana 1919,1477,10.2,36.4,13,42,-2,assisted,strongFoot,0,0.051017042249441
1,4,20/08/2023,AS Roma,US Salernitana 1919,77,AS Roma,2702,True,1658,Stephan El Shaarawy,45925,F,75,Guillermo Ochoa,81,US Salernitana 1919,1477,10.1,63.5,13,42,-2,assisted,strongFoot,0,0.11752972751856
1,4,20/08/2023,AS Roma,US Salernitana 1919,82,AS Roma,2702,True,1658,Andrea Belotti,220223,F,75,Guillermo Ochoa,81,US Salernitana 1919,1477,4.8,49.7,4,2,-2,corner,head,1,0.40682011842728
1,4,20/08/2023,AS Roma,US Salernitana 1919,86,AS Roma,2702,True,1658,Nicola Zalewski,984184,M,58,Guillermo Ochoa,81,US Salernitana 1919,1477,9.7,35.5,13,45,-1,assisted,head,0,0.016933724284172
1,4,20/08/2023,AS Roma,US Salernitana 1919,90,AS Roma,2702,True,1658,Renato Sanches,318967,M,69,Guillermo Ochoa,81,US Salernitana 1919,1477,19.9,26.7,25,38,-1,assisted,strongFoot,0,0.018185503780842
1,5,20/08/2023,Sassuolo,Atalanta,2,Atalanta,2686,False,1641,Marten de Roon,100389,M,69,Andrea Consigli,79,Sassuolo,1477,24.6,50.5,24,0,0,corner,strongFoot,0,0.011912709102035
1,5,20/08/2023,Sassuolo,Atalanta,3,Sassuolo,2793,True,1477,Armand Laurienté,932643,F,76,Juan Musso,79,Atalanta,1641,10.1,16.4,24,66,0,corner,strongFoot,0,0.0083927419036627
1,5,20/08/2023,Sassuolo,Atalanta,4,Atalanta,2686,False,1641,Teun Koopmeiners,803033,M,74,Andrea Consigli,79,Sassuolo,1477,13.5,32.2,18,41,0,corner,strongFoot,0,0.047257278114557
1,5,20/08/2023,Sassuolo,Atalanta,8,Sassuolo,2793,True,1477,Nedim Bajrami,825861,M,66,Juan Musso,79,Atalanta,1641,27.8,63.1,29,17,0,assisted,strongFoot,0,0.024902924895287
1,5,20/08/2023,Sassuolo,Atalanta,14,Atalanta,2686,False,1641,Ademola Lookman,824200,F,80,Andrea Consigli,79,Sassuolo,1477,11.4,57.5,12,24,0,assisted,strongFoot,0,0.171835526824
1,5,20/08/2023,Sassuolo,Atalanta,23,Sassuolo,2793,True,1477,Andrea Pinamonti,826198,F,75,Juan Musso,79,Atalanta,1641,3.4,39.4,7,64,0,corner,head,0,0.063402034342289
1,5,20/08/2023,Sassuolo,Atalanta,33,Atalanta,2686,False,1641,Duván Zapata,38162,F,80,Andrea Consigli,79,Sassuolo,1477,4.9,71.4,15,71,0,assisted,strongFoot,0,0.038542408496141
1,5,20/08/2023,Sassuolo,Atalanta,39,Atalanta,2686,False,1641,Ademola Lookman,824200,F,80,Andrea Consigli,79,Sassuolo,1477,8.3,37.6,11,45,0,regular,weakFoot,0,0.14918999373913
1,5,20/08/2023,Sassuolo,Atalanta,43,Atalanta,2686,False,1641,Marten de Roon,100389,M,69,Andrea Consigli,79,Sassuolo,1477,22.3,51.9,22,3,0,regular,strongFoot,0,0.039569020271301
1,5,20/08/2023,Sassuolo,Atalanta,45,Atalanta,2686,False,1641,Duván Zapata,38162,F,80,Andrea Consigli,79,Sassuolo,1477,5.7,45.5,6,28,0,corner,head,0,0.13611294329166
1,5,20/08/2023,Sassuolo,Atalanta,45,Sassuolo,2793,True,1477,Matheus Henrique,912786,M,59,Juan Musso,79,Atalanta,1641,26.8,47.5,26,3,0,assisted,strongFoot,0,0.034671388566494
1,5,20/08/2023,Sassuolo,Atalanta,45,Atalanta,2686,False,1641,Davide Zappacosta,132318,M,67,Andrea Consigli,79,Sassuolo,1477,9.2,65.5,13,48,0,assisted,weakFoot,0,0.08905167132616
1,5,20/08/2023,Sassuolo,Atalanta,46,Sassuolo,2793,True,1477,Armand Laurienté,932643,F,76,Juan Musso,79,Atalanta,1641,30.6,36.6,31,16,0,assisted,strongFoot,0,0.016679838299751
1,5,20/08/2023,Sassuolo,Atalanta,49,Atalanta,2686,False,1641,Charles De Ketelaere,960441,F,73,Andrea Consigli,79,Sassuolo,1477,8.8,46.4,9,15,0,assisted,head,0,0.14087565243244
1,5,20/08/2023,Sassuolo,Atalanta,55,Atalanta,2686,False,1641,Ademola Lookman,824200,F,80,Andrea Consigli,79,Sassuolo,1477,12.7,33.6,16,41,0,assisted,strongFoot,0,0.023968007415533
1,5,20/08/2023,Sassuolo,Atalanta,58,Sassuolo,2793,True,1477,Andrea Pinamonti,826198,F,75,Juan Musso,79,Atalanta,1641,14.9,60.5,16,25,0,fast-break,weakFoot,0,0.12327869236469
1,5,20/08/2023,Sassuolo,Atalanta,58,Sassuolo,2793,True,1477,Filippo Missori,1121184,M,34,Juan Musso,79,Atalanta,1641,22.2,58.1,22,13,0,corner,strongFoot,0,0.018661910668015
1,5,20/08/2023,Sassuolo,Atalanta,61,Atalanta,2686,False,1641,Matteo Ruggeri,965011,D,48,Andrea Consigli,79,Sassuolo,1477,24.8,34.2,27,23,0,regular,strongFoot,0,0.0083225052803755
1,5,20/08/2023,Sassuolo,Atalanta,63,Atalanta,2686,False,1641,Charles De Ketelaere,960441,F,73,Andrea Consigli,79,Sassuolo,1477,13.9,47.0,14,8,0,regular,strongFoot,0,0.11507628113031
