,round,game_index,date,home_team,away_team,minute,team,teamId,isHome,eloTeam,player,playerId,position,rating,keeper,keeperRating,opponent,eloOpponent,x,y,distance,angle,goal_difference,situation,body_part,goal,xg
1,8,9,21/10/2024,Hellas Verona,Monza,84,Hellas Verona,2701,True,1407,Davide Faraoni,32040,D,71,Stefano Turati,74,Monza,1360,1.9,58.9,6,72,-2,assisted,strongFoot,0,0.21060977876186
0,8,9,21/10/2024,Hellas Verona,Monza,88,Hellas Verona,2701,True,1407,Reda Belahyane,1389689,M,45,Stefano Turati,74,Monza,1360,25.7,64.9,27,21,-2,assisted,strongFoot,0,0.026294242590666
14,9,0,25/10/2024,Udinese,Cagliari,6,Udinese,2695,True,1462,Martín Payero,895592,M,64,Simone Scuffet,73,Cagliari,1377,14.2,46.8,14,8,0,set-piece,weakFoot,0,0.082496017217636
15,9,0,25/10/2024,Udinese,Cagliari,6,Udinese,2695,True,1462,Sandi Lovrić,575852,M,62,Simone Scuffet,73,Cagliari,1377,21.3,73.0,26,36,0,free-kick,strongFoot,0,0.045370139181614
13,9,0,25/10/2024,Udinese,Cagliari,20,Udinese,2695,True,1462,Martín Payero,895592,M,64,Simone Scuffet,73,Cagliari,1377,29.0,57.3,29,9,0,assisted,strongFoot,0,0.031168444082141
12,9,0,25/10/2024,Udinese,Cagliari,23,Udinese,2695,True,1462,Sandi Lovrić,575852,M,62,Simone Scuffet,73,Cagliari,1377,18.4,60.7,19,21,0,assisted,strongFoot,0,0.055688343942165
11,9,0,25/10/2024,Udinese,Cagliari,28,Udinese,2695,True,1462,Sandi Lovrić,575852,M,62,Simone Scuffet,73,Cagliari,1377,25.4,70.2,28,28,0,assisted,strongFoot,0,0.015370038338006
10,9,0,25/10/2024,Udinese,Cagliari,37,Udinese,2695,True,1462,Kingsley Ehizibue,609206,M,55,Simone Scuffet,73,Cagliari,1377,9.3,73.6,18,59,0,assisted,strongFoot,0,0.029579393565655
9,9,0,25/10/2024,Udinese,Cagliari,38,Udinese,2695,True,1462,Lorenzo Lucca,962364,F,72,Simone Scuffet,73,Cagliari,1377,6.4,47.7,6,13,0,corner,head,1,0.35788798332214
8,9,0,25/10/2024,Udinese,Cagliari,39,Cagliari,2719,False,1377,Roberto Piccoli,958982,F,71,Maduka Okoye,74,Udinese,1462,49.8,50.0,49,0,-1,regular,strongFoot,0,0.0079220505431294
7,9,0,25/10/2024,Udinese,Cagliari,45,Udinese,2695,True,1462,Keinan Davis,830858,F,68,Simone Scuffet,73,Cagliari,1377,14.4,50.4,14,1,1,assisted,head,0,0.017920164391398
6,9,0,25/10/2024,Udinese,Cagliari,48,Udinese,2695,True,1462,Christian Kabasele,58351,D,50,Simone Scuffet,73,Cagliari,1377,24.6,62.4,26,18,1,assisted,strongFoot,0,0.023330578580499
5,9,0,25/10/2024,Udinese,Cagliari,56,Cagliari,2719,False,1377,Yerry Mina,360396,D,49,Maduka Okoye,74,Udinese,1462,7.5,49.1,7,4,-1,set-piece,head,0,0.21997731924057
4,9,0,25/10/2024,Udinese,Cagliari,64,Udinese,2695,True,1462,Sandi Lovrić,575852,M,62,Simone Scuffet,73,Cagliari,1377,17.2,54.0,17,8,1,assisted,strongFoot,0,0.092332102358341
3,9,0,25/10/2024,Udinese,Cagliari,78,Udinese,2695,True,1462,Keinan Davis,830858,F,68,Simone Scuffet,73,Cagliari,1377,8.8,58.7,10,33,1,assisted,weakFoot,1,0.19773124158382
2,9,0,25/10/2024,Udinese,Cagliari,85,Udinese,2695,True,1462,Jesper Karlström,227894,M,54,Simone Scuffet,73,Cagliari,1377,26.3,65.2,28,21,2,assisted,strongFoot,0,0.021706873551011
0,9,0,25/10/2024,Udinese,Cagliari,90,Cagliari,2719,False,1377,Alessandro Deiola,328109,M,66,Maduka Okoye,74,Udinese,1462,4.5,49.5,4,4,-2,corner,head,0,0.20335656404495
1,9,0,25/10/2024,Udinese,Cagliari,90,Udinese,2695,True,1462,Iker Bravo,1155571,F,65,Simone Scuffet,73,Cagliari,1377,10.9,51.0,10,3,2,assisted,head,0,0.055763140320778
27,9,1,25/10/2024,Torino,Como,11,Como,2704,False,1276,Nico Paz,1171451,M,61,Vanja Milinković-Savić,77,Torino,1535,17.5,47.0,17,6,0,assisted,weakFoot,0,0.080921597778797
26,9,1,25/10/2024,Torino,Como,16,Como,2704,False,1276,Gabriel Strefezza,877201,F,65,Vanja Milinković-Savić,77,Torino,1535,28.7,62.2,29,16,0,assisted,strongFoot,0,0.014424283988774
25,9,1,25/10/2024,Torino,Como,19,Como,2704,False,1276,Alieu Fadera,1031548,F,63,Vanja Milinković-Savić,77,Torino,1535,10.5,45.0,11,17,0,assisted,head,0,0.036179788410664
24,9,1,25/10/2024,Torino,Como,23,Torino,2696,True,1535,Samuele Ricci,930189,M,54,Emil Audero,79,Como,1276,29.6,36.2,31,17,0,throw-in-set-piece,strongFoot,0,0.008053564466536
23,9,1,25/10/2024,Torino,Como,24,Como,2704,False,1276,Alieu Fadera,1031548,F,63,Vanja Milinković-Savić,77,Torino,1535,8.7,30.8,15,56,0,regular,strongFoot,0,0.19396515190601
22,9,1,25/10/2024,Torino,Como,31,Como,2704,False,1276,Sergi Roberto,123976,M,62,Vanja Milinković-Savić,77,Torino,1535,28.1,70.6,31,26,0,assisted,strongFoot,0,0.011035948060453
21,9,1,25/10/2024,Torino,Como,32,Torino,2696,True,1535,Samuele Ricci,930189,M,54,Emil Audero,79,Como,1276,30.8,38.3,31,14,0,assisted,strongFoot,0,0.016145758330822
20,9,1,25/10/2024,Torino,Como,38,Torino,2696,True,1535,Valentino Lazaro,233826,M,68,Emil Audero,79,Como,1276,27.4,31.9,30,24,0,throw-in-set-piece,weakFoot,0,0.010869673453271
19,9,1,25/10/2024,Torino,Como,39,Como,2704,False,1276,Alieu Fadera,1031548,F,63,Vanja Milinković-Savić,77,Torino,1535,10.8,35.0,14,43,0,regular,strongFoot,0,0.046146742999554
18,9,1,25/10/2024,Torino,Como,50,Torino,2696,True,1535,Samuele Ricci,930189,M,54,Emil Audero,79,Como,1276,14.3,43.6,14,16,0,assisted,strongFoot,0,0.10426343232393
17,9,1,25/10/2024,Torino,Como,54,Torino,2696,True,1535,Che Adams,773409,F,75,Emil Audero,79,Como,1276,11.8,65.1,15,41,0,assisted,strongFoot,0,0.048018664121628
16,9,1,25/10/2024,Torino,Como,54,Torino,2696,True,1535,Nikola Vlašić,357596,M,75,Emil Audero,79,Como,1276,9.5,45.4,10,18,0,assisted,weakFoot,0,0.097602114081383
15,9,1,25/10/2024,Torino,Como,57,Torino,2696,True,1535,Valentino Lazaro,233826,M,68,Emil Audero,79,Como,1276,8.8,42.3,10,30,0,assisted,head,0,0.074064522981644
14,9,1,25/10/2024,Torino,Como,61,Como,2704,False,1276,Gabriel Strefezza,877201,F,65,Vanja Milinković-Savić,77,Torino,1535,13.7,37.5,16,31,0,assisted,weakFoot,0,0.072634264826775
13,9,1,25/10/2024,Torino,Como,69,Como,2704,False,1276,Gabriel Strefezza,877201,F,65,Vanja Milinković-Savić,77,Torino,1535,15.4,32.9,19,37,0,assisted,strongFoot,0,0.038852449506521
11,9,1,25/10/2024,Torino,Como,70,Como,2704,False,1276,Patrick Cutrone,795044,F,73,Vanja Milinković-Savić,77,Torino,1535,17.0,59.9,18,21,0,fast-break,strongFoot,0,0.11532756686211
12,9,1,25/10/2024,Torino,Como,70,Como,2704,False,1276,Gabriel Strefezza,877201,F,65,Vanja Milinković-Savić,77,Torino,1535,7.9,70.7,16,60,0,assisted,strongFoot,0,0.028207708150148
10,9,1,25/10/2024,Torino,Como,71,Como,2704,False,1276,Alberto Dossena,870211,D,43,Vanja Milinković-Savić,77,Torino,1535,7.9,50.3,7,1,0,corner,head,0,0.07826928794384
9,9,1,25/10/2024,Torino,Como,71,Como,2704,False,1276,Nico Paz,1171451,M,61,Vanja Milinković-Savić,77,Torino,1535,23.0,69.2,26,29,0,corner,strongFoot,0,0.016575338318944
8,9,1,25/10/2024,Torino,Como,72,Como,2704,False,1276,Alberto Dossena,870211,D,43,Vanja Milinković-Savić,77,Torino,1535,10.4,48.1,10,7,0,corner,strongFoot,0,0.077360659837723
7,9,1,25/10/2024,Torino,Como,75,Torino,2696,True,1535,Alieu Njie,1493157,F,60,Emil Audero,79,Como,1276,3.4,54.3,4,40,0,regular,strongFoot,1,0.93608701229095
6,9,1,25/10/2024,Torino,Como,90,Como,2704,False,1276,Patrick Cutrone,795044,F,73,Vanja Milinković-Savić,77,Torino,1535,14.6,26.4,21,47,-1,assisted,strongFoot,0,0.042178977280855
5,9,1,25/10/2024,Torino,Como,90,Como,2704,False,1276,Marc Kempf,226974,D,41,Vanja Milinković-Savić,77,Torino,1535,22.9,51.5,22,2,-1,regular,weakFoot,0,0.029644617810845
4,9,1,25/10/2024,Torino,Como,90,Como,2704,False,1276,Máximo Perrone,1086286,M,53,Vanja Milinković-Savić,77,Torino,1535,5.4,50.1,5,0,-1,assisted,head,0,0.52335447072983
3,9,1,25/10/2024,Torino,Como,90,Como,2704,False,1276,Luca Mazzitelli,369866,M,62,Vanja Milinković-Savić,77,Torino,1535,14.3,30.9,19,42,-1,regular,weakFoot,0,0.025412311777472
2,9,1,25/10/2024,Torino,Como,90,Como,2704,False,1276,Edoardo Goldaniga,295133,D,33,Vanja Milinković-Savić,77,Torino,1535,5.5,68.5,13,66,-1,regular,strongFoot,0,0.029574954882264
1,9,1,25/10/2024,Torino,Como,90,Como,2704,False,1276,Matthias Braunöder,962282,M,57,Vanja Milinković-Savić,77,Torino,1535,27.0,37.4,28,17,-1,corner,strongFoot,0,0.0066369427368045
0,9,1,25/10/2024,Torino,Como,90,Como,2704,False,1276,Patrick Cutrone,795044,F,73,Vanja Milinković-Savić,77,Torino,1535,11.9,33.0,16,44,-1,corner,strongFoot,0,0.016949662938714
34,9,2,26/10/2024,SSC Napoli,Lecce,6,SSC Napoli,2714,True,1719,Cyril Ngonge,877037,F,71,Wladimiro Falcone,80,Lecce,1355,12.8,79.6,23,57,0,corner,strongFoot,0,0.014939336106181
33,9,2,26/10/2024,SSC Napoli,Lecce,7,SSC Napoli,2714,True,1719,Amir Rrahmani,332155,D,50,Wladimiro Falcone,80,Lecce,1355,5.5,46.6,5,22,0,corner,head,0,0.14023850858212
32,9,2,26/10/2024,SSC Napoli,Lecce,14,SSC Napoli,2714,True,1719,Cyril Ngonge,877037,F,71,Wladimiro Falcone,80,Lecce,1355,25.1,58.9,25,13,0,fast-break,strongFoot,0,0.040761362761259
31,9,2,26/10/2024,SSC Napoli,Lecce,16,Lecce,2689,False,1355,Patrick Dorgu,1397168,M,51,Alex Meret,81,SSC Napoli,1719,24.0,34.0,26,24,0,assisted,weakFoot,0,0.012861967086792
30,9,2,26/10/2024,SSC Napoli,Lecce,24,SSC Napoli,2714,True,1719,David Neres,850993,F,74,Wladimiro Falcone,80,Lecce,1355,18.2,49.6,18,0,0,assisted,weakFoot,0,0.086289674043655
29,9,2,26/10/2024,SSC Napoli,Lecce,26,SSC Napoli,2714,True,1719,Cyril Ngonge,877037,F,71,Wladimiro Falcone,80,Lecce,1355,11.6,57.0,12,22,0,assisted,weakFoot,0,0.20689272880554
28,9,2,26/10/2024,SSC Napoli,Lecce,26,SSC Napoli,2714,True,1719,Mathías Olivera,805078,D,48,Wladimiro Falcone,80,Lecce,1355,8.9,44.2,9,23,0,regular,strongFoot,0,0.14187806844711
27,9,2,26/10/2024,SSC Napoli,Lecce,28,SSC Napoli,2714,True,1719,Scott McTominay,879346,M,77,Wladimiro Falcone,80,Lecce,1355,10.8,45.6,11,15,0,assisted,head,0,0.089086271822453
26,9,2,26/10/2024,SSC Napoli,Lecce,30,SSC Napoli,2714,True,1719,Amir Rrahmani,332155,D,50,Wladimiro Falcone,80,Lecce,1355,12.8,54.2,13,12,0,corner,strongFoot,0,0.077834010124207
25,9,2,26/10/2024,SSC Napoli,Lecce,30,Lecce,2689,False,1355,Lameck Banda,911350,M,65,Alex Meret,81,SSC Napoli,1719,24.0,40.7,24,14,0,fast-break,strongFoot,0,0.038041584193707
24,9,2,26/10/2024,SSC Napoli,Lecce,32,SSC Napoli,2714,True,1719,Scott McTominay,879346,M,77,Wladimiro Falcone,80,Lecce,1355,5.7,34.2,12,62,0,assisted,weakFoot,0,0.11948753148317
23,9,2,26/10/2024,SSC Napoli,Lecce,33,Lecce,2689,False,1355,Santiago Pierotti,984998,F,66,Alex Meret,81,SSC Napoli,1719,20.3,67.2,23,29,0,fast-break,strongFoot,0,0.027088792994618
22,9,2,26/10/2024,SSC Napoli,Lecce,34,Lecce,2689,False,1355,Federico Baschirotto,786175,D,52,Alex Meret,81,SSC Napoli,1719,8.9,45.0,9,20,0,corner,head,0,0.061020001769066
21,9,2,26/10/2024,SSC Napoli,Lecce,34,Lecce,2689,False,1355,Kialonda Gaspar,1090374,D,30,Alex Meret,81,SSC Napoli,1719,2.9,52.3,3,28,0,corner,head,0,0.32708624005318
20,9,2,26/10/2024,SSC Napoli,Lecce,37,SSC Napoli,2714,True,1719,Cyril Ngonge,877037,F,71,Wladimiro Falcone,80,Lecce,1355,16.6,58.9,17,20,0,assisted,strongFoot,0,0.087157398462296
19,9,2,26/10/2024,SSC Napoli,Lecce,37,SSC Napoli,2714,True,1719,Romelu Lukaku,78893,F,81,Wladimiro Falcone,80,Lecce,1355,9.1,59.9,11,36,0,regular,strongFoot,0,0.13127754628658
18,9,2,26/10/2024,SSC Napoli,Lecce,41,Lecce,2689,False,1355,Lameck Banda,911350,M,65,Alex Meret,81,SSC Napoli,1719,22.5,35.6,24,23,0,corner,strongFoot,0,0.01001557521522
17,9,2,26/10/2024,SSC Napoli,Lecce,42,SSC Napoli,2714,True,1719,Cyril Ngonge,877037,F,71,Wladimiro Falcone,80,Lecce,1355,23.5,68.1,26,27,0,assisted,strongFoot,0,0.030043672770262
16,9,2,26/10/2024,SSC Napoli,Lecce,43,SSC Napoli,2714,True,1719,Giovanni Di Lorenzo,153257,D,66,Wladimiro Falcone,80,Lecce,1355,8.2,44.2,9,25,0,corner,head,0,0.042435120791197
15,9,2,26/10/2024,SSC Napoli,Lecce,45,SSC Napoli,2714,True,1719,Scott McTominay,879346,M,77,Wladimiro Falcone,80,Lecce,1355,14.5,38.9,16,27,0,assisted,strongFoot,0,0.040350284427404
14,9,2,26/10/2024,SSC Napoli,Lecce,45,SSC Napoli,2714,True,1719,Billy Gilmour,907668,M,57,Wladimiro Falcone,80,Lecce,1355,20.9,38.9,22,19,0,regular,weakFoot,0,0.024719148874283
13,9,2,26/10/2024,SSC Napoli,Lecce,45,Lecce,2689,False,1355,Lameck Banda,911350,M,65,Alex Meret,81,SSC Napoli,1719,22.2,38.5,23,19,0,assisted,strongFoot,0,0.032930333167315
12,9,2,26/10/2024,SSC Napoli,Lecce,48,SSC Napoli,2714,True,1719,David Neres,850993,F,74,Wladimiro Falcone,80,Lecce,1355,25.0,39.9,25,15,0,corner,strongFoot,0,0.0093381628394127
11,9,2,26/10/2024,SSC Napoli,Lecce,55,SSC Napoli,2714,True,1719,Frank Anguissa,787941,M,66,Wladimiro Falcone,80,Lecce,1355,24.8,51.9,24,2,0,corner,strongFoot,0,0.02064311131835
10,9,2,26/10/2024,SSC Napoli,Lecce,55,SSC Napoli,2714,True,1719,Romelu Lukaku,78893,F,81,Wladimiro Falcone,80,Lecce,1355,5.2,48.7,5,9,0,corner,weakFoot,0,0.30704608559608
9,9,2,26/10/2024,SSC Napoli,Lecce,57,SSC Napoli,2714,True,1719,Amir Rrahmani,332155,D,50,Wladimiro Falcone,80,Lecce,1355,7.9,43.7,8,28,0,corner,head,0,0.041444376111031
8,9,2,26/10/2024,SSC Napoli,Lecce,64,SSC Napoli,2714,True,1719,Amir Rrahmani,332155,D,50,Wladimiro Falcone,80,Lecce,1355,10.4,54.6,10,16,0,corner,head,0,0.02591516263783
5,9,2,26/10/2024,SSC Napoli,Lecce,73,SSC Napoli,2714,True,1719,Giovanni Di Lorenzo,153257,D,66,Wladimiro Falcone,80,Lecce,1355,1.0,52.4,1,58,0,corner,strongFoot,1,0.88625133037567
7,9,2,26/10/2024,SSC Napoli,Lecce,73,SSC Napoli,2714,True,1719,Scott McTominay,879346,M,77,Wladimiro Falcone,80,Lecce,1355,7.9,52.3,8,11,1,corner,head,0,0.081838972866535
6,9,2,26/10/2024,SSC Napoli,Lecce,73,SSC Napoli,2714,True,1719,Giovanni Di Lorenzo,153257,D,66,Wladimiro Falcone,80,Lecce,1355,2.6,54.2,3,47,1,corner,strongFoot,0,0.28556802868843
4,9,2,26/10/2024,SSC Napoli,Lecce,76,SSC Napoli,2714,True,1719,Giacomo Raspadori,865651,F,76,Wladimiro Falcone,80,Lecce,1355,11.1,56.3,11,21,1,assisted,weakFoot,0,0.11514535546303
3,9,2,26/10/2024,SSC Napoli,Lecce,79,Lecce,2689,False,1355,Nikola Krstović,839156,F,74,Alex Meret,81,SSC Napoli,1719,27.6,42.7,28,10,-1,assisted,strongFoot,0,0.027395278215408
2,9,2,26/10/2024,SSC Napoli,Lecce,80,Lecce,2689,False,1355,Nikola Krstović,839156,F,74,Alex Meret,81,SSC Napoli,1719,18.9,44.8,19,10,-1,assisted,strongFoot,0,0.078683644533157
1,9,2,26/10/2024,SSC Napoli,Lecce,88,Lecce,2689,False,1355,Rémi Oudin,842709,F,70,Alex Meret,81,SSC Napoli,1719,25.0,53.4,25,5,-1,free-kick,strongFoot,0,0.072852462530136
0,9,2,26/10/2024,SSC Napoli,Lecce,89,Lecce,2689,False,1355,Patrick Dorgu,1397168,M,51,Alex Meret,81,SSC Napoli,1719,13.4,25.3,21,51,-1,set-piece,strongFoot,0,0.012746466323733
22,9,3,26/10/2024,Atalanta,Hellas Verona,2,Atalanta,2686,True,1757,Sead Kolašinac,142148,D,61,Lorenzo Montipò,77,Hellas Verona,1397,21.4,24.8,27,38,0,assisted,strongFoot,0,0.015051491558552
21,9,3,26/10/2024,Atalanta,Hellas Verona,6,Atalanta,2686,True,1757,Marten de Roon,100389,M,70,Lorenzo Montipò,77,Hellas Verona,1397,15.5,49.2,15,2,0,assisted,strongFoot,1,0.13671478629112
20,9,3,26/10/2024,Atalanta,Hellas Verona,9,Atalanta,2686,True,1757,Ademola Lookman,824200,F,80,Lorenzo Montipò,77,Hellas Verona,1397,12.2,31.0,17,46,0,regular,weakFoot,0,0.024709763005376
19,9,3,26/10/2024,Atalanta,Hellas Verona,9,Atalanta,2686,True,1757,Mateo Retegui,914501,F,75,Lorenzo Montipò,77,Hellas Verona,1397,17.8,46.4,17,7,0,regular,weakFoot,1,0.10330358147621
18,9,3,26/10/2024,Atalanta,Hellas Verona,11,Atalanta,2686,True,1757,Mateo Retegui,914501,F,75,Lorenzo Montipò,77,Hellas Verona,1397,8.1,46.9,8,14,1,assisted,weakFoot,0,0.1445035636425
17,9,3,26/10/2024,Atalanta,Hellas Verona,12,Atalanta,2686,True,1757,Mateo Retegui,914501,F,75,Lorenzo Montipò,77,Hellas Verona,1397,7.5,59.3,9,40,1,assisted,head,0,0.070636376738548
16,9,3,26/10/2024,Atalanta,Hellas Verona,14,Atalanta,2686,True,1757,Ademola Lookman,824200,F,80,Lorenzo Montipò,77,Hellas Verona,1397,8.3,50.5,8,2,1,regular,strongFoot,0,0.36905193328857
15,9,3,26/10/2024,Atalanta,Hellas Verona,14,Atalanta,2686,True,1757,Charles De Ketelaere,960441,F,76,Lorenzo Montipò,77,Hellas Verona,1397,14.8,68.7,19,40,1,assisted,strongFoot,1,0.020296141505241
14,9,3,26/10/2024,Atalanta,Hellas Verona,19,Atalanta,2686,True,1757,Éderson,946888,M,67,Lorenzo Montipò,77,Hellas Verona,1397,19.7,34.0,22,28,2,assisted,strongFoot,0,0.022102551534772
13,9,3,26/10/2024,Atalanta,Hellas Verona,25,Atalanta,2686,True,1757,Mateo Retegui,914501,F,75,Lorenzo Montipò,77,Hellas Verona,1397,10.5,38.9,12,35,2,assisted,head,0,0.021831773221493
12,9,3,26/10/2024,Atalanta,Hellas Verona,29,Atalanta,2686,True,1757,Ademola Lookman,824200,F,80,Lorenzo Montipò,77,Hellas Verona,1397,17.5,37.0,19,26,2,regular,strongFoot,1,0.047392290085554
11,9,3,26/10/2024,Atalanta,Hellas Verona,33,Atalanta,2686,True,1757,Mateo Retegui,914501,F,75,Lorenzo Montipò,77,Hellas Verona,1397,10.1,31.6,16,51,3,regular,strongFoot,0,0.028601029887795
9,9,3,26/10/2024,Atalanta,Hellas Verona,34,Atalanta,2686,True,1757,Ademola Lookman,824200,F,80,Lorenzo Montipò,77,Hellas Verona,1397,4.9,48.9,4,8,3,assisted,strongFoot,1,0.43174460530281
10,9,3,26/10/2024,Atalanta,Hellas Verona,34,Atalanta,2686,True,1757,Charles De Ketelaere,960441,F,76,Lorenzo Montipò,77,Hellas Verona,1397,5.1,43.8,6,39,4,assisted,strongFoot,0,0.18215626478195
8,9,3,26/10/2024,Atalanta,Hellas Verona,41,Atalanta,2686,True,1757,Éderson,946888,M,67,Lorenzo Montipò,77,Hellas Verona,1397,24.4,35.6,26,21,4,assisted,strongFoot,0,0.034560654312372
7,9,3,26/10/2024,Atalanta,Hellas Verona,42,Hellas Verona,2701,False,1397,Amin Sarr,1022204,F,64,Marco Carnesecchi,82,Atalanta,1757,21.6,41.9,22,14,-4,assisted,weakFoot,1,0.047491833567619
6,9,3,26/10/2024,Atalanta,Hellas Verona,45,Atalanta,2686,True,1757,Mateo Retegui,914501,F,75,Lorenzo Montipò,77,Hellas Verona,1397,9.9,31.6,15,51,3,assisted,weakFoot,0,0.028964269906282
5,9,3,26/10/2024,Atalanta,Hellas Verona,47,Hellas Verona,2701,False,1397,Dailon Rocha Livramento,1155358,F,71,Marco Carnesecchi,82,Atalanta,1757,9.1,45.8,9,17,-3,assisted,head,0,0.060317855328321
4,9,3,26/10/2024,Atalanta,Hellas Verona,54,Atalanta,2686,True,1757,Ademola Lookman,824200,F,80,Lorenzo Montipò,77,Hellas Verona,1397,12.8,38.6,14,31,3,assisted,strongFoot,0,0.055430840700865
3,9,3,26/10/2024,Atalanta,Hellas Verona,58,Atalanta,2686,True,1757,Mateo Retegui,914501,F,75,Lorenzo Montipò,77,Hellas Verona,1397,4.8,46.0,5,29,3,assisted,weakFoot,1,0.64362096786499
2,9,3,26/10/2024,Atalanta,Hellas Verona,74,Hellas Verona,2701,False,1397,Amin Sarr,1022204,F,64,Marco Carnesecchi,82,Atalanta,1757,13.2,58.4,14,23,-4,assisted,weakFoot,0,0.08405414223671
1,9,3,26/10/2024,Atalanta,Hellas Verona,79,Atalanta,2686,True,1757,Mario Pašalić,190437,M,77,Lorenzo Montipò,77,Hellas Verona,1397,20.9,41.1,21,16,4,regular,strongFoot,0,0.062143575400114
0,9,3,26/10/2024,Atalanta,Hellas Verona,84,Hellas Verona,2701,False,1397,Dani Silva,974863,M,55,Marco Carnesecchi,82,Atalanta,1757,30.4,51.5,30,1,-4,regular,strongFoot,0,0.018473420292139
22,9,4,27/10/2024,Parma,Empoli,1,Parma,2690,True,1298,Ange-Yoan Bonny,1086223,F,72,Devis Vásquez,68,Empoli,1355,15.2,53.1,15,7,0,regular,strongFoot,0,0.068519867956638
21,9,4,27/10/2024,Parma,Empoli,5,Empoli,2705,False,1355,Lorenzo Colombo,930191,F,74,Zion Suzuki,71,Parma,1298,5.6,38.8,9,53,0,corner,head,0,0.02571053430438
20,9,4,27/10/2024,Parma,Empoli,11,Parma,2690,True,1298,Ange-Yoan Bonny,1086223,F,72,Devis Vásquez,68,Empoli,1355,15.2,53.8,15,9,0,assisted,strongFoot,0,0.13988946378231
19,9,4,27/10/2024,Parma,Empoli,17,Empoli,2705,False,1355,Giuseppe Pezzella,814589,M,54,Zion Suzuki,71,Parma,1298,10.1,22.4,21,61,0,set-piece,strongFoot,0,0.068229660391808
18,9,4,27/10/2024,Parma,Empoli,24,Empoli,2705,False,1355,Jacopo Fazzini,1012179,F,65,Zion Suzuki,71,Parma,1298,18.1,29.3,22,37,0,assisted,strongFoot,0,0.027154074981809
17,9,4,27/10/2024,Parma,Empoli,27,Parma,2690,True,1298,Ange-Yoan Bonny,1086223,F,72,Devis Vásquez,68,Empoli,1355,11.4,65.6,15,42,0,assisted,strongFoot,0,0.070577777922153
16,9,4,27/10/2024,Parma,Empoli,32,Parma,2690,True,1298,Woyo Coulibaly,989894,D,49,Devis Vásquez,68,Empoli,1355,28.1,37.6,29,16,0,corner,strongFoot,0,0.01768722012639
15,9,4,27/10/2024,Parma,Empoli,35,Empoli,2705,False,1355,Woyo Coulibaly,989894,D,49,Zion Suzuki,71,Parma,1298,5.7,49.5,5,3,0,regular,strongFoot,1,
14,9,4,27/10/2024,Parma,Empoli,43,Parma,2690,True,1298,Matteo Cancellieri,1017649,F,70,Devis Vásquez,68,Empoli,1355,22.6,70.4,26,31,-1,assisted,strongFoot,0,0.020137466490269
13,9,4,27/10/2024,Parma,Empoli,46,Empoli,2705,False,1355,Tino Anjorin,907667,M,63,Zion Suzuki,71,Parma,1298,23.2,51.3,23,2,1,assisted,strongFoot,0,0.046066086739302
12,9,4,27/10/2024,Parma,Empoli,53,Parma,2690,True,1298,Emanuele Valeri,891346,M,69,Devis Vásquez,68,Empoli,1355,18.8,27.2,24,39,-1,corner,strongFoot,0,0.024710999801755
11,9,4,27/10/2024,Parma,Empoli,57,Parma,2690,True,1298,Ange-Yoan Bonny,1086223,F,72,Devis Vásquez,68,Empoli,1355,25.6,61.1,26,16,-1,assisted,strongFoot,0,0.029200967401266
9,9,4,27/10/2024,Parma,Empoli,57,Parma,2690,True,1298,Mandela Keita,1110136,M,55,Devis Vásquez,68,Empoli,1355,24.8,52.8,24,4,-1,corner,strongFoot,0,0.021651539951563
10,9,4,27/10/2024,Parma,Empoli,57,Parma,2690,True,1298,Adrián Bernabé,934384,M,70,Devis Vásquez,68,Empoli,1355,24.9,59.0,25,13,-1,corner,strongFoot,0,0.021933380514383
8,9,4,27/10/2024,Parma,Empoli,63,Parma,2690,True,1298,Adrián Bernabé,934384,M,70,Devis Vásquez,68,Empoli,1355,24.6,63.1,26,19,-1,free-kick,strongFoot,0,0.053112603724003
7,9,4,27/10/2024,Parma,Empoli,66,Parma,2690,True,1298,Pontus Almqvist,856065,F,66,Devis Vásquez,68,Empoli,1355,13.5,75.7,22,52,-1,assisted,strongFoot,0,0.022591626271605
6,9,4,27/10/2024,Parma,Empoli,67,Empoli,2705,False,1355,Lorenzo Colombo,930191,F,74,Zion Suzuki,71,Parma,1298,10.4,71.1,17,54,1,assisted,strongFoot,0,0.036966271698475
5,9,4,27/10/2024,Parma,Empoli,69,Parma,2690,True,1298,Adrián Bernabé,934384,M,70,Devis Vásquez,68,Empoli,1355,24.7,66.2,27,24,-1,assisted,strongFoot,0,0.017064429819584
4,9,4,27/10/2024,Parma,Empoli,80,Parma,2690,True,1298,Gabriel Charpentier,979043,F,68,Devis Vásquez,68,Empoli,1355,14.8,55.0,15,12,-1,assisted,strongFoot,1,0.1686338186264
3,9,4,27/10/2024,Parma,Empoli,83,Parma,2690,True,1298,Ange-Yoan Bonny,1086223,F,72,Devis Vásquez,68,Empoli,1355,11.5,50.0,11,0,0,penalty,strongFoot,0,0.7884
2,9,4,27/10/2024,Parma,Empoli,89,Parma,2690,True,1298,Valentin Mihăilă,925242,M,65,Devis Vásquez,68,Empoli,1355,15.1,52.1,15,5,0,assisted,strongFoot,0,0.10360001027584
1,9,4,27/10/2024,Parma,Empoli,89,Parma,2690,True,1298,Gabriel Charpentier,979043,F,68,Devis Vásquez,68,Empoli,1355,8.3,54.1,8,18,0,corner,strongFoot,0,0.13498872518539
