round,game_index,date,home_team,away_team,minute,team,teamId,isHome,eloTeam,player,playerId,position,rating,keeper,keeperRating,opponent,eloOpponent,x,y,distance,angle,goal_difference,situation,body_part,goal,xg
1,0,13/08/2022,AC Milan,Udinese,2,Udinese,2695,False,1440,Rodrigo Becão,880207,D,32,Mike Maignan,87,AC Milan,1760,2.8,42.1,6,62,0,corner,head,1,0.086003392934799
1,0,13/08/2022,AC Milan,Udinese,7,AC Milan,2692,True,1760,Brahim Díaz,835485,M,67,Marco Silvestri,79,Udinese,1440,10.1,71.1,17,54,-1,assisted,weakFoot,0,0.054140031337738
1,0,13/08/2022,AC Milan,Udinese,11,AC Milan,2692,True,1760,Theo Hernández,788027,D,71,Marco Silvestri,79,Udinese,1440,11.5,50.0,11,0,-1,penalty,strongFoot,1,0.7884
1,0,13/08/2022,AC Milan,Udinese,15,AC Milan,2692,True,1760,Ante Rebić,152769,M,79,Marco Silvestri,79,Udinese,1440,11.5,52.6,11,8,0,assisted,strongFoot,1,0.075055241584778
1,0,13/08/2022,AC Milan,Udinese,18,AC Milan,2692,True,1760,Rafael Leão,851284,F,76,Marco Silvestri,79,Udinese,1440,25.8,36.6,27,19,1,assisted,weakFoot,0,0.033549427986145
1,0,13/08/2022,AC Milan,Udinese,20,Udinese,2695,False,1440,Isaac Success,359640,F,70,Mike Maignan,87,AC Milan,1760,6.8,67.8,13,60,-1,throw-in-set-piece,strongFoot,0,0.030646502971649
1,0,13/08/2022,AC Milan,Udinese,28,Udinese,2695,False,1440,Gerard Deulofeu,96372,F,78,Mike Maignan,87,AC Milan,1760,13.7,66.0,17,38,-1,fast-break,strongFoot,0,0.14080560207367
1,0,13/08/2022,AC Milan,Udinese,30,AC Milan,2692,True,1760,Ismaël Bennacer,823733,M,67,Marco Silvestri,79,Udinese,1440,23.2,74.1,28,35,1,free-kick,strongFoot,0,0.03269499540329
1,0,13/08/2022,AC Milan,Udinese,45,Udinese,2695,False,1440,Adam Masina,259995,D,40,Mike Maignan,87,AC Milan,1760,11.4,44.2,12,19,-1,assisted,head,1,0.034981906414032
1,0,13/08/2022,AC Milan,Udinese,46,AC Milan,2692,True,1760,Brahim Díaz,835485,M,67,Marco Silvestri,79,Udinese,1440,1.2,52.3,1,52,0,regular,weakFoot,1,0.76490354537964
1,0,13/08/2022,AC Milan,Udinese,52,Udinese,2695,False,1440,Isaac Success,359640,F,70,Mike Maignan,87,AC Milan,1760,25.8,25.3,30,33,-1,assisted,strongFoot,0,0.032063066959381
1,0,13/08/2022,AC Milan,Udinese,57,AC Milan,2692,True,1760,Ante Rebić,152769,M,79,Marco Silvestri,79,Udinese,1440,13.2,26.9,20,49,1,corner,weakFoot,0,0.047674000263214
1,0,13/08/2022,AC Milan,Udinese,63,AC Milan,2692,True,1760,Theo Hernández,788027,D,71,Marco Silvestri,79,Udinese,1440,27.4,48.6,27,1,1,free-kick,strongFoot,0,0.049782335758209
1,0,13/08/2022,AC Milan,Udinese,68,AC Milan,2692,True,1760,Ante Rebić,152769,M,79,Marco Silvestri,79,Udinese,1440,7.9,50.9,7,4,1,assisted,weakFoot,1,0.25868251919746
1,0,13/08/2022,AC Milan,Udinese,75,AC Milan,2692,True,1760,Rafael Leão,851284,F,76,Marco Silvestri,79,Udinese,1440,14.6,61.2,16,27,2,assisted,weakFoot,0,0.034824401140213
1,0,13/08/2022,AC Milan,Udinese,78,AC Milan,2692,True,1760,Alexis Saelemaekers,901891,M,66,Marco Silvestri,79,Udinese,1440,20.1,65.2,22,27,2,regular,strongFoot,0,0.026029884815216
1,0,13/08/2022,AC Milan,Udinese,79,AC Milan,2692,True,1760,Alexis Saelemaekers,901891,M,66,Marco Silvestri,79,Udinese,1440,22.7,60.1,23,16,2,corner,weakFoot,0,0.0064771473407745
1,0,13/08/2022,AC Milan,Udinese,81,AC Milan,2692,True,1760,Olivier Giroud,39070,F,82,Marco Silvestri,79,Udinese,1440,15.0,54.7,15,12,2,fast-break,strongFoot,0,0.085336416959763
1,0,13/08/2022,AC Milan,Udinese,86,AC Milan,2692,True,1760,Alexis Saelemaekers,901891,M,66,Marco Silvestri,79,Udinese,1440,8.8,67.6,14,53,2,assisted,strongFoot,0,0.068314701318741
1,0,13/08/2022,AC Milan,Udinese,88,Udinese,2695,False,1440,Lazar Samardžić,980624,M,63,Mike Maignan,87,AC Milan,1760,22.9,47.8,22,3,-2,assisted,strongFoot,0,0.036083072423935
1,0,13/08/2022,AC Milan,Udinese,89,Udinese,2695,False,1440,Brandon Soppy,963211,D,47,Mike Maignan,87,AC Milan,1760,19.0,10.4,32,54,-2,assisted,strongFoot,0,0.023448407649994
1,0,13/08/2022,AC Milan,Udinese,90,Udinese,2695,False,1440,Sandi Lovrić,575852,M,62,Mike Maignan,87,AC Milan,1760,23.3,48.0,23,3,-2,assisted,strongFoot,0,0.052203088998795
1,0,13/08/2022,AC Milan,Udinese,90,Udinese,2695,False,1440,Brandon Soppy,963211,D,47,Mike Maignan,87,AC Milan,1760,4.8,42.0,7,48,-2,assisted,head,0,0.051219761371613
1,1,13/08/2022,Sampdoria,Atalanta,1,Sampdoria,2711,True,1241,Mehdi Léris,851222,M,63,Juan Musso,81,Atalanta,1673,13.1,50.6,13,1,0,assisted,strongFoot,0,0.22007840871811
1,1,13/08/2022,Sampdoria,Atalanta,5,Atalanta,2686,False,1673,Duván Zapata,38162,F,81,Emil Audero,78,Sampdoria,1241,11.4,72.6,19,53,0,assisted,strongFoot,0,0.019666314125061
1,1,13/08/2022,Sampdoria,Atalanta,22,Atalanta,2686,False,1673,Joakim Mæhle,842364,D,55,Emil Audero,78,Sampdoria,1241,2.4,47.3,3,37,0,assisted,strongFoot,0,0.83441662788391
1,1,13/08/2022,Sampdoria,Atalanta,26,Atalanta,2686,False,1673,Rafael Tolói,82943,D,51,Emil Audero,78,Sampdoria,1241,1.8,47.1,2,47,0,assisted,strongFoot,1,0.79133439064026
1,1,13/08/2022,Sampdoria,Atalanta,32,Atalanta,2686,False,1673,Duván Zapata,38162,F,81,Emil Audero,78,Sampdoria,1241,12.6,28.8,19,48,1,assisted,strongFoot,0,0.036223888397217
1,1,13/08/2022,Sampdoria,Atalanta,33,Sampdoria,2711,True,1241,Abdelhamid Sabiri,807400,M,67,Juan Musso,81,Atalanta,1673,16.8,66.8,20,34,-1,assisted,weakFoot,0,0.038204848766327
1,1,13/08/2022,Sampdoria,Atalanta,37,Atalanta,2686,False,1673,Mario Pašalić,190437,M,78,Emil Audero,78,Sampdoria,1241,25.3,61.6,26,17,1,assisted,strongFoot,0,0.016673415899277
1,1,13/08/2022,Sampdoria,Atalanta,41,Sampdoria,2711,True,1241,Abdelhamid Sabiri,807400,M,67,Juan Musso,81,Atalanta,1673,30.9,21.3,36,32,-1,set-piece,weakFoot,0,0.013589054346085
1,1,13/08/2022,Sampdoria,Atalanta,45,Sampdoria,2711,True,1241,Abdelhamid Sabiri,807400,M,67,Juan Musso,81,Atalanta,1673,26.7,48.6,26,2,-1,assisted,weakFoot,0,0.019851207733154
1,1,13/08/2022,Sampdoria,Atalanta,45,Sampdoria,2711,True,1241,Abdelhamid Sabiri,807400,M,67,Juan Musso,81,Atalanta,1673,28.0,59.0,28,12,-1,free-kick,weakFoot,0,0.037880688905716
1,1,13/08/2022,Sampdoria,Atalanta,56,Atalanta,2686,False,1673,Mario Pašalić,190437,M,78,Emil Audero,78,Sampdoria,1241,2.5,36.4,9,74,1,assisted,weakFoot,0,0.084121316671371
1,1,13/08/2022,Sampdoria,Atalanta,64,Sampdoria,2711,True,1241,Abdelhamid Sabiri,807400,M,67,Juan Musso,81,Atalanta,1673,9.7,48.4,9,6,-1,assisted,head,0,0.090019255876541
1,1,13/08/2022,Sampdoria,Atalanta,64,Sampdoria,2711,True,1241,Fabio Depaoli,830288,M,52,Juan Musso,81,Atalanta,1673,11.0,60.0,12,31,-1,regular,weakFoot,0,0.11150678992271
1,1,13/08/2022,Sampdoria,Atalanta,67,Atalanta,2686,False,1673,Teun Koopmeiners,803033,M,71,Emil Audero,78,Sampdoria,1241,17.7,77.0,25,46,1,set-piece,strongFoot,0,0.027920812368393
1,1,13/08/2022,Sampdoria,Atalanta,67,Atalanta,2686,False,1673,Joakim Mæhle,842364,D,55,Emil Audero,78,Sampdoria,1241,18.7,38.4,20,22,1,set-piece,strongFoot,0,0.031326472759247
1,1,13/08/2022,Sampdoria,Atalanta,70,Sampdoria,2711,True,1241,Abdelhamid Sabiri,807400,M,67,Juan Musso,81,Atalanta,1673,17.9,41.2,18,18,-1,free-kick,weakFoot,0,0.13177987933159
1,1,13/08/2022,Sampdoria,Atalanta,78,Sampdoria,2711,True,1241,Abdelhamid Sabiri,807400,M,67,Juan Musso,81,Atalanta,1673,22.6,29.9,26,31,-1,regular,weakFoot,0,0.021729588508606
1,1,13/08/2022,Sampdoria,Atalanta,78,Sampdoria,2711,True,1241,Fabio Quagliarella,11621,F,80,Juan Musso,81,Atalanta,1673,9.2,35.9,13,46,-1,assisted,weakFoot,0,0.099373459815979
1,1,13/08/2022,Sampdoria,Atalanta,83,Sampdoria,2711,True,1241,Fabio Quagliarella,11621,F,80,Juan Musso,81,Atalanta,1673,8.7,34.1,13,51,-1,regular,strongFoot,0,0.18632879853249
1,1,13/08/2022,Sampdoria,Atalanta,90,Atalanta,2686,False,1673,Ademola Lookman,824200,F,71,Emil Audero,78,Sampdoria,1241,9.1,57.8,10,30,1,fast-break,weakFoot,1,0.32916629314423
1,2,13/08/2022,Lecce,Inter,2,Inter,2697,False,1848,Romelu Lukaku,78893,F,84,Wladimiro Falcone,69,Lecce,1308,2.3,48.8,2,19,0,assisted,head,1,0.59281212091446
1,2,13/08/2022,Lecce,Inter,7,Inter,2697,False,1848,Lautaro Martínez,823984,F,83,Wladimiro Falcone,69,Lecce,1308,26.4,49.3,26,1,0,regular,strongFoot,0,0.023370742797852
1,2,13/08/2022,Lecce,Inter,10,Inter,2697,False,1848,Hakan Çalhanoğlu,135700,M,79,Wladimiro Falcone,69,Lecce,1308,27.3,49.9,27,0,0,assisted,strongFoot,0,0.019738554954529
1,2,13/08/2022,Lecce,Inter,16,Lecce,2689,True,1308,Assan Ceesay,842158,F,67,Samir Handanović,84,Inter,1848,8.7,26.0,18,61,0,regular,strongFoot,0,0.039396822452545
1,2,13/08/2022,Lecce,Inter,20,Inter,2697,False,1848,Nicolò Barella,363856,M,75,Wladimiro Falcone,69,Lecce,1308,11.9,36.3,15,38,0,regular,strongFoot,0,0.038714230060577
1,2,13/08/2022,Lecce,Inter,23,Inter,2697,False,1848,Marcelo Brozović,108800,M,73,Wladimiro Falcone,69,Lecce,1308,18.8,47.8,18,4,0,assisted,weakFoot,0,0.054485440254211
1,2,13/08/2022,Lecce,Inter,39,Lecce,2689,True,1308,Gabriel Strefezza,877201,F,62,Samir Handanović,84,Inter,1848,8.9,30.3,16,56,0,assisted,strongFoot,0,0.065221309661865
1,2,13/08/2022,Lecce,Inter,43,Lecce,2689,True,1308,Federico Di Francesco,320979,M,69,Samir Handanović,84,Inter,1848,9.3,49.6,9,1,0,assisted,head,0,0.10823157429695
1,2,13/08/2022,Lecce,Inter,45,Lecce,2689,True,1308,Kristijan Bistrović,796658,M,69,Samir Handanović,84,Inter,1848,25.1,26.6,29,32,0,free-kick,strongFoot,0,0.032141834497452
1,2,13/08/2022,Lecce,Inter,45,Lecce,2689,True,1308,Kristijan Bistrović,796658,M,69,Samir Handanović,84,Inter,1848,24.2,45.4,24,7,0,assisted,weakFoot,0,0.015869677066803
1,2,13/08/2022,Lecce,Inter,48,Lecce,2689,True,1308,Assan Ceesay,842158,F,67,Samir Handanović,84,Inter,1848,6.3,32.2,13,62,0,fast-break,strongFoot,1,0.072829902172089
1,2,13/08/2022,Lecce,Inter,53,Lecce,2689,True,1308,Gabriel Strefezza,877201,F,62,Samir Handanović,84,Inter,1848,21.4,19.9,29,43,1,assisted,strongFoot,0,0.030229896306992
1,2,13/08/2022,Lecce,Inter,54,Inter,2697,False,1848,Nicolò Barella,363856,M,75,Wladimiro Falcone,69,Lecce,1308,24.9,51.5,24,2,-1,assisted,strongFoot,0,0.023030042648315
1,2,13/08/2022,Lecce,Inter,61,Lecce,2689,True,1308,Kristijan Bistrović,796658,M,69,Samir Handanović,84,Inter,1848,19.6,49.7,19,0,1,free-kick,strongFoot,0,0.13119566440582
1,2,13/08/2022,Lecce,Inter,62,Inter,2697,False,1848,Federico Dimarco,284361,M,64,Wladimiro Falcone,69,Lecce,1308,10.9,30.3,17,50,-1,assisted,strongFoot,0,0.0254827439785
1,2,13/08/2022,Lecce,Inter,66,Inter,2697,False,1848,Romelu Lukaku,78893,F,84,Wladimiro Falcone,69,Lecce,1308,24.7,62.4,26,18,-1,assisted,strongFoot,0,0.023347198963165
1,2,13/08/2022,Lecce,Inter,68,Inter,2697,False,1848,Nicolò Barella,363856,M,75,Wladimiro Falcone,69,Lecce,1308,21.2,63.5,23,23,-1,set-piece,strongFoot,0,0.033300429582596
1,2,13/08/2022,Lecce,Inter,69,Inter,2697,False,1848,Denzel Dumfries,759520,M,60,Wladimiro Falcone,69,Lecce,1308,5.6,62.1,9,55,-1,corner,head,0,0.013270765542984
1,2,13/08/2022,Lecce,Inter,71,Inter,2697,False,1848,Lautaro Martínez,823984,F,83,Wladimiro Falcone,69,Lecce,1308,4.6,55.8,6,40,-1,assisted,head,0,0.20245581865311
1,2,13/08/2022,Lecce,Inter,72,Inter,2697,False,1848,Lautaro Martínez,823984,F,83,Wladimiro Falcone,69,Lecce,1308,22.7,53.0,22,5,-1,assisted,weakFoot,0,0.047630727291107
1,2,13/08/2022,Lecce,Inter,73,Inter,2697,False,1848,Denzel Dumfries,759520,M,60,Wladimiro Falcone,69,Lecce,1308,14.2,73.3,21,48,-1,assisted,weakFoot,0,0.044933587312698
1,2,13/08/2022,Lecce,Inter,74,Inter,2697,False,1848,Nicolò Barella,363856,M,75,Wladimiro Falcone,69,Lecce,1308,20.6,56.9,21,12,-1,corner,weakFoot,0,0.05022731423378
1,2,13/08/2022,Lecce,Inter,76,Lecce,2689,True,1308,Lameck Banda,911350,M,61,Samir Handanović,84,Inter,1848,18.7,28.9,23,37,1,assisted,strongFoot,0,0.036109954118729
1,2,13/08/2022,Lecce,Inter,77,Lecce,2689,True,1308,Federico Baschirotto,786175,D,52,Samir Handanović,84,Inter,1848,7.1,47.2,7,15,1,corner,head,0,0.15732908248901
1,2,13/08/2022,Lecce,Inter,78,Inter,2697,False,1848,Stefan de Vrij,91046,D,41,Wladimiro Falcone,69,Lecce,1308,7.0,52.4,7,13,-1,corner,head,0,0.15574023127556
1,2,13/08/2022,Lecce,Inter,80,Inter,2697,False,1848,Lautaro Martínez,823984,F,83,Wladimiro Falcone,69,Lecce,1308,14.9,43.4,15,16,-1,assisted,strongFoot,0,0.1278740465641
1,2,13/08/2022,Lecce,Inter,83,Inter,2697,False,1848,Romelu Lukaku,78893,F,84,Wladimiro Falcone,69,Lecce,1308,11.9,56.2,12,19,-1,regular,strongFoot,0,0.10207009315491
1,2,13/08/2022,Lecce,Inter,90,Inter,2697,False,1848,Lautaro Martínez,823984,F,83,Wladimiro Falcone,69,Lecce,1308,9.9,58.4,11,29,-1,corner,head,0,0.027681350708008
1,2,13/08/2022,Lecce,Inter,90,Inter,2697,False,1848,Denzel Dumfries,759520,M,60,Wladimiro Falcone,69,Lecce,1308,5.1,48.7,5,9,-1,corner,other,1,0.48505306243896
1,3,13/08/2022,Monza,Torino,2,Monza,2729,True,1518,Andrea Petagna,295973,F,75,Vanja Milinković-Savić,73,Torino,1464,23.6,62.9,25,20,0,set-piece,strongFoot,0,0.01883739233017
1,3,13/08/2022,Monza,Torino,2,Torino,2696,False,1464,Nemanja Radonjić,802665,M,71,Michele Di Gregorio,74,Monza,1518,15.4,41.7,16,20,0,assisted,weakFoot,0,0.04775196313858
1,3,13/08/2022,Monza,Torino,3,Torino,2696,False,1464,Antonio Sanabria,333261,F,72,Michele Di Gregorio,74,Monza,1518,9.3,37.1,12,43,0,assisted,weakFoot,0,0.057748019695282
1,3,13/08/2022,Monza,Torino,17,Monza,2729,True,1518,Andrea Barberis,152910,M,48,Vanja Milinković-Savić,73,Torino,1464,29.9,50.9,29,1,0,assisted,weakFoot,0,0.039497524499893
1,3,13/08/2022,Monza,Torino,20,Monza,2729,True,1518,Filippo Ranocchia,934238,M,54,Vanja Milinković-Savić,73,Torino,1464,28.6,56.0,28,8,0,assisted,strongFoot,0,0.015165418386459
1,3,13/08/2022,Monza,Torino,21,Torino,2696,False,1464,Karol Linetty,189135,M,61,Michele Di Gregorio,74,Monza,1518,18.3,42.6,18,15,0,assisted,strongFoot,0,0.045680284500122
1,3,13/08/2022,Monza,Torino,27,Torino,2696,False,1464,Nemanja Radonjić,802665,M,71,Michele Di Gregorio,74,Monza,1518,13.7,37.3,16,32,0,assisted,weakFoot,0,0.08959823846817
1,3,13/08/2022,Monza,Torino,27,Torino,2696,False,1464,Wilfried Singo,978285,D,56,Michele Di Gregorio,74,Monza,1518,9.0,68.8,15,54,0,corner,strongFoot,0,0.027167499065399
1,3,13/08/2022,Monza,Torino,31,Monza,2729,True,1518,Gianluca Caprari,148458,F,72,Vanja Milinković-Savić,73,Torino,1464,34.7,36.5,35,14,0,assisted,strongFoot,0,0.049949645996094
1,3,13/08/2022,Monza,Torino,35,Monza,2729,True,1518,Filippo Ranocchia,934238,M,54,Vanja Milinković-Savić,73,Torino,1464,23.2,46.2,23,6,0,assisted,weakFoot,0,0.0481998026371
1,3,13/08/2022,Monza,Torino,37,Monza,2729,True,1518,Filippo Ranocchia,934238,M,54,Vanja Milinković-Savić,73,Torino,1464,29.2,32.1,31,22,0,free-kick,strongFoot,0,0.041999131441116
1,3,13/08/2022,Monza,Torino,43,Torino,2696,False,1464,Aleksey Miranchuk,324353,M,69,Michele Di Gregorio,74,Monza,1518,9.2,55.3,9,21,0,assisted,strongFoot,1,0.38765805959702
1,3,13/08/2022,Monza,Torino,45,Monza,2729,True,1518,Gianluca Caprari,148458,F,72,Vanja Milinković-Savić,73,Torino,1464,14.8,39.3,16,26,-1,assisted,strongFoot,0,0.098987281322479
1,3,13/08/2022,Monza,Torino,53,Monza,2729,True,1518,Filippo Ranocchia,934238,M,54,Vanja Milinković-Savić,73,Torino,1464,25.6,68.0,28,25,-1,assisted,strongFoot,0,0.016129583120346
1,3,13/08/2022,Monza,Torino,62,Torino,2696,False,1464,Nemanja Radonjić,802665,M,71,Michele Di Gregorio,74,Monza,1518,15.3,26.4,22,46,1,assisted,weakFoot,0,0.033472746610641
1,3,13/08/2022,Monza,Torino,66,Torino,2696,False,1464,Antonio Sanabria,333261,F,72,Michele Di Gregorio,74,Monza,1518,1.9,54.3,3,56,1,assisted,strongFoot,1,0.73061484098434
1,3,13/08/2022,Monza,Torino,66,Torino,2696,False,1464,Samuele Ricci,930189,M,54,Michele Di Gregorio,74,Monza,1518,9.3,33.9,14,49,2,regular,weakFoot,0,0.13833022117615
1,3,13/08/2022,Monza,Torino,69,Monza,2729,True,1518,Andrea Barberis,152910,M,48,Vanja Milinković-Savić,73,Torino,1464,16.6,49.8,16,0,-2,set-piece,strongFoot,0,0.055492609739304
1,3,13/08/2022,Monza,Torino,73,Torino,2696,False,1464,Nemanja Radonjić,802665,M,71,Michele Di Gregorio,74,Monza,1518,12.5,37.3,15,34,2,fast-break,weakFoot,0,0.11088329553604
1,3,13/08/2022,Monza,Torino,76,Monza,2729,True,1518,Samuele Birindelli,856729,M,48,Vanja Milinković-Savić,73,Torino,1464,18.9,53.2,19,6,-2,fast-break,strongFoot,0,0.075925081968307
1,3,13/08/2022,Monza,Torino,82,Monza,2729,True,1518,Marco D'Alessandro,55119,M,60,Vanja Milinković-Savić,73,Torino,1464,9.5,52.4,9,9,-2,assisted,strongFoot,0,0.13390371203423
1,3,13/08/2022,Monza,Torino,84,Monza,2729,True,1518,Samuele Birindelli,856729,M,48,Vanja Milinković-Savić,73,Torino,1464,8.0,64.8,12,51,-2,assisted,head,0,0.048905164003372
1,3,13/08/2022,Monza,Torino,87,Monza,2729,True,1518,Samuele Birindelli,856729,M,48,Vanja Milinković-Savić,73,Torino,1464,19.3,73.0,24,39,-2,assisted,weakFoot,0,0.025259107351303
1,3,13/08/2022,Monza,Torino,87,Monza,2729,True,1518,Pablo Marí,208988,D,40,Vanja Milinković-Savić,73,Torino,1464,30.3,43.7,30,8,-2,regular,strongFoot,0,0.017726421356201
1,3,13/08/2022,Monza,Torino,87,Torino,2696,False,1464,Nemanja Radonjić,802665,M,71,Michele Di Gregorio,74,Monza,1518,14.2,37.9,16,30,2,assisted,weakFoot,0,0.075116068124771
1,3,13/08/2022,Monza,Torino,90,Torino,2696,False,1464,Nemanja Radonjić,802665,M,71,Michele Di Gregorio,74,Monza,1518,9.1,36.7,12,44,2,regular,weakFoot,0,0.20138031244278
1,3,13/08/2022,Monza,Torino,90,Torino,2696,False,1464,Antonio Sanabria,333261,F,72,Michele Di Gregorio,74,Monza,1518,4.2,43.3,6,47,2,assisted,strongFoot,0,0.21245697140694
1,3,13/08/2022,Monza,Torino,90,Monza,2729,True,1518,Dany Mota,838907,F,72,Vanja Milinković-Savić,73,Torino,1464,5.4,52.8,5,19,-2,regular,weakFoot,1,0.67963933944702
1,4,14/08/2022,Fiorentina,Cremonese,2,Fiorentina,2693,True,1511,Riccardo Sottil,893640,F,63,Ionuț Radu,74,Cremonese,1241,13.8,27.2,20,48,0,assisted,strongFoot,0,0.041547417640686
1,4,14/08/2022,Fiorentina,Cremonese,3,Fiorentina,2693,True,1511,Luka Jović,319129,F,78,Ionuț Radu,74,Cremonese,1241,9.4,54.8,9,19,0,assisted,weakFoot,0,0.090040951967239
1,4,14/08/2022,Fiorentina,Cremonese,10,Fiorentina,2693,True,1511,Cristiano Biraghi,122848,D,67,Ionuț Radu,74,Cremonese,1241,27.6,37.7,28,16,0,set-piece,strongFoot,0,0.022116661071777
1,4,14/08/2022,Fiorentina,Cremonese,10,Fiorentina,2693,True,1511,Giacomo Bonaventura,36784,M,75,Ionuț Radu,74,Cremonese,1241,23.4,46.2,23,6,0,free-kick,strongFoot,0,0.090223997831345
1,4,14/08/2022,Fiorentina,Cremonese,11,Fiorentina,2693,True,1511,Riccardo Sottil,893640,F,63,Ionuț Radu,74,Cremonese,1241,13.5,27.0,20,49,0,assisted,strongFoot,0,0.042616039514542
1,4,14/08/2022,Fiorentina,Cremonese,13,Fiorentina,2693,True,1511,Luka Jović,319129,F,78,Ionuț Radu,74,Cremonese,1241,10.1,52.8,10,10,0,corner,head,0,0.037329018115997
1,4,14/08/2022,Fiorentina,Cremonese,14,Cremonese,2761,False,1241,Cyriel Dessers,541464,F,73,Pierluigi Gollini,78,Fiorentina,1511,14.6,63.2,17,31,0,fast-break,weakFoot,0,0.10590675473213
1,4,14/08/2022,Fiorentina,Cremonese,16,Fiorentina,2693,True,1511,Giacomo Bonaventura,36784,M,75,Ionuț Radu,74,Cremonese,1241,15.1,56.5,15,16,0,assisted,weakFoot,1,0.11432167887688
1,4,14/08/2022,Fiorentina,Cremonese,19,Cremonese,2761,False,1241,David Okereke,831290,F,66,Pierluigi Gollini,78,Fiorentina,1511,12.9,57.2,13,20,-1,assisted,head,1,0.022020101547241
1,4,14/08/2022,Fiorentina,Cremonese,26,Cremonese,2761,False,1241,Luca Zanimacchia,847025,M,71,Pierluigi Gollini,78,Fiorentina,1511,29.3,42.8,29,9,0,regular,strongFoot,0,0.034624040126801
1,4,14/08/2022,Fiorentina,Cremonese,28,Cremonese,2761,False,1241,Cyriel Dessers,541464,F,73,Pierluigi Gollini,78,Fiorentina,1511,9.3,43.9,10,24,0,regular,weakFoot,0,0.091035455465317
1,4,14/08/2022,Fiorentina,Cremonese,31,Fiorentina,2693,True,1511,Riccardo Sottil,893640,F,63,Ionuț Radu,74,Cremonese,1241,11.1,33.4,15,45,0,assisted,strongFoot,0,0.064571976661682
1,4,14/08/2022,Fiorentina,Cremonese,34,Fiorentina,2693,True,1511,Luka Jović,319129,F,78,Ionuț Radu,74,Cremonese,1241,12.5,58.1,13,23,0,assisted,weakFoot,1,0.097234964370728
1,4,14/08/2022,Fiorentina,Cremonese,36,Fiorentina,2693,True,1511,Riccardo Sottil,893640,F,63,Ionuț Radu,74,Cremonese,1241,15.2,36.5,17,31,1,assisted,strongFoot,0,0.036323487758636
1,4,14/08/2022,Fiorentina,Cremonese,37,Fiorentina,2693,True,1511,Riccardo Sottil,893640,F,63,Ionuț Radu,74,Cremonese,1241,16.7,25.3,23,45,1,regular,strongFoot,0,0.025322407484055
1,4,14/08/2022,Fiorentina,Cremonese,38,Fiorentina,2693,True,1511,Youssef Maleh,849274,M,67,Ionuț Radu,74,Cremonese,1241,9.5,42.1,10,29,1,assisted,head,0,0.068139761686325
1,4,14/08/2022,Fiorentina,Cremonese,41,Fiorentina,2693,True,1511,Luka Jović,319129,F,78,Ionuț Radu,74,Cremonese,1241,11.9,45.7,12,13,1,assisted,weakFoot,0,0.15017315745354
1,4,14/08/2022,Fiorentina,Cremonese,45,Fiorentina,2693,True,1511,Riccardo Sottil,893640,F,63,Ionuț Radu,74,Cremonese,1241,23.4,39.2,24,17,1,assisted,strongFoot,0,0.035232245922089
1,4,14/08/2022,Fiorentina,Cremonese,48,Cremonese,2761,False,1241,Luca Zanimacchia,847025,M,71,Pierluigi Gollini,78,Fiorentina,1511,21.3,31.1,24,31,-1,free-kick,strongFoot,0,0.055381178855896
1,4,14/08/2022,Fiorentina,Cremonese,50,Fiorentina,2693,True,1511,Luka Jović,319129,F,78,Ionuț Radu,74,Cremonese,1241,18.9,55.0,19,10,1,assisted,weakFoot,0,0.054589122533798
1,4,14/08/2022,Fiorentina,Cremonese,53,Cremonese,2761,False,1241,Charles Pickel,758664,M,54,Pierluigi Gollini,78,Fiorentina,1511,4.9,62.0,9,59,-1,set-piece,strongFoot,0,0.056595623493195
1,4,14/08/2022,Fiorentina,Cremonese,56,Cremonese,2761,False,1241,Luca Zanimacchia,847025,M,71,Pierluigi Gollini,78,Fiorentina,1511,11.5,44.5,12,18,-1,regular,weakFoot,0,0.16987088322639
1,4,14/08/2022,Fiorentina,Cremonese,56,Cremonese,2761,False,1241,Luca Zanimacchia,847025,M,71,Pierluigi Gollini,78,Fiorentina,1511,13.4,48.5,13,4,-1,regular,weakFoot,0,0.078974425792694
1,4,14/08/2022,Fiorentina,Cremonese,56,Cremonese,2761,False,1241,Giacomo Quagliata,973300,D,39,Pierluigi Gollini,78,Fiorentina,1511,9.5,38.2,12,40,-1,assisted,strongFoot,0,0.11358317732811
1,4,14/08/2022,Fiorentina,Cremonese,59,Fiorentina,2693,True,1511,Giacomo Bonaventura,36784,M,75,Ionuț Radu,74,Cremonese,1241,16.3,59.3,17,21,1,set-piece,strongFoot,0,0.066487818956375
1,4,14/08/2022,Fiorentina,Cremonese,60,Fiorentina,2693,True,1511,Luka Jović,319129,F,78,Ionuț Radu,74,Cremonese,1241,12.9,47.6,13,7,1,assisted,weakFoot,0,0.21858170628548
1,4,14/08/2022,Fiorentina,Cremonese,60,Fiorentina,2693,True,1511,Giacomo Bonaventura,36784,M,75,Ionuț Radu,74,Cremonese,1241,14.9,50.3,14,0,1,regular,weakFoot,0,0.082634598016739
1,4,14/08/2022,Fiorentina,Cremonese,61,Fiorentina,2693,True,1511,Christian Kouamé,812946,F,70,Ionuț Radu,74,Cremonese,1241,7.3,57.5,8,34,1,corner,head,0,0.085495591163635
1,4,14/08/2022,Fiorentina,Cremonese,63,Fiorentina,2693,True,1511,Luka Jović,319129,F,78,Ionuț Radu,74,Cremonese,1241,10.7,42.9,11,24,1,assisted,head,0,0.029347866773605
