,round,game_index,date,home_team,away_team,minute,team,teamId,isHome,eloTeam,player,playerId,position,rating,keeper,keeperRating,opponent,eloOpponent,x,y,distance,angle,goal_difference,situation,body_part,goal,xg
10,1,0,19/09/2020,Fiorentina,Torino,53,Fiorentina,2693,True,1476,Giacomo Bonaventura,36784,M,76,Salvatore Sirigu,84,Torino,1453,17.9,63.9,20,27,0,assisted,strongFoot,0,
9,1,0,19/09/2020,Fiorentina,Torino,64,Fiorentina,2693,True,1476,Giacomo Bonaventura,36784,M,76,Salvatore Sirigu,84,Torino,1453,13.9,61.7,16,29,0,assisted,weakFoot,0,
8,1,0,19/09/2020,Fiorentina,Torino,68,Fiorentina,2693,True,1476,Gaetano Castrovilli,587628,M,57,Salvatore Sirigu,84,Torino,1453,20.6,39.1,21,19,0,regular,strongFoot,0,
7,1,0,19/09/2020,Fiorentina,Torino,71,Fiorentina,2693,True,1476,Federico Chiesa,845386,F,73,Salvatore Sirigu,84,Torino,1453,7.9,69.3,15,58,0,assisted,strongFoot,0,
6,1,0,19/09/2020,Fiorentina,Torino,76,Fiorentina,2693,True,1476,Franck Ribéry,5712,M,74,Salvatore Sirigu,84,Torino,1453,14.2,40.0,15,25,0,assisted,strongFoot,0,
5,1,0,19/09/2020,Fiorentina,Torino,78,Fiorentina,2693,True,1476,Federico Chiesa,845386,F,73,Salvatore Sirigu,84,Torino,1453,19.5,63.3,21,24,0,assisted,strongFoot,0,
4,1,0,19/09/2020,Fiorentina,Torino,78,Fiorentina,2693,True,1476,Gaetano Castrovilli,587628,M,57,Salvatore Sirigu,84,Torino,1453,3.0,43.1,5,57,0,assisted,weakFoot,1,
3,1,0,19/09/2020,Fiorentina,Torino,83,Torino,2696,False,1453,Simone Zaza,48077,F,77,Bartłomiej Drągowski,75,Fiorentina,1476,19.1,63.3,21,25,-1,assisted,weakFoot,0,
2,1,0,19/09/2020,Fiorentina,Torino,89,Fiorentina,2693,True,1476,Patrick Cutrone,795044,F,73,Salvatore Sirigu,84,Torino,1453,6.3,34.0,12,59,1,assisted,weakFoot,0,
1,1,0,19/09/2020,Fiorentina,Torino,90,Fiorentina,2693,True,1476,Patrick Cutrone,795044,F,73,Salvatore Sirigu,84,Torino,1453,19.4,53.0,19,6,1,regular,strongFoot,0,
0,1,0,19/09/2020,Fiorentina,Torino,90,Fiorentina,2693,True,1476,Gaetano Castrovilli,587628,M,57,Salvatore Sirigu,84,Torino,1453,18.4,33.9,21,30,1,assisted,strongFoot,0,
22,1,2,20/09/2020,Parma,SSC Napoli,5,Parma,2690,True,1404,Alberto Grassi,186845,M,62,David Ospina,79,SSC Napoli,1724,29.2,56.6,29,8,0,assisted,strongFoot,0,
21,1,2,20/09/2020,Parma,SSC Napoli,12,SSC Napoli,2714,False,1724,Lorenzo Insigne,106258,M,77,Luigi Sepe,77,Parma,1404,3.8,27.6,15,75,0,assisted,weakFoot,0,
20,1,2,20/09/2020,Parma,SSC Napoli,18,SSC Napoli,2714,False,1724,Diego Demme,124318,M,37,Luigi Sepe,77,Parma,1404,14.4,67.6,18,39,0,regular,strongFoot,0,
19,1,2,20/09/2020,Parma,SSC Napoli,24,Parma,2690,True,1404,Roberto Inglese,126699,F,74,David Ospina,79,SSC Napoli,1724,25.4,46.3,25,5,0,regular,strongFoot,0,
18,1,2,20/09/2020,Parma,SSC Napoli,25,SSC Napoli,2714,False,1724,Fabián Ruiz,784655,M,77,Luigi Sepe,77,Parma,1404,20.4,54.9,20,9,0,assisted,strongFoot,0,
17,1,2,20/09/2020,Parma,SSC Napoli,41,SSC Napoli,2714,False,1724,Fabián Ruiz,784655,M,77,Luigi Sepe,77,Parma,1404,20.1,64.9,22,26,0,assisted,strongFoot,0,
16,1,2,20/09/2020,Parma,SSC Napoli,45,SSC Napoli,2714,False,1724,Hirving Lozano,385320,F,74,Luigi Sepe,77,Parma,1404,12.9,70.6,19,47,0,assisted,weakFoot,0,
15,1,2,20/09/2020,Parma,SSC Napoli,55,Parma,2690,True,1404,Juraj Kucka,48563,M,73,David Ospina,79,SSC Napoli,1724,26.8,65.8,28,21,0,assisted,strongFoot,0,
14,1,2,20/09/2020,Parma,SSC Napoli,61,SSC Napoli,2714,False,1724,Fabián Ruiz,784655,M,77,Luigi Sepe,77,Parma,1404,24.3,64.3,26,21,0,assisted,strongFoot,0,
13,1,2,20/09/2020,Parma,SSC Napoli,62,SSC Napoli,2714,False,1724,Fabián Ruiz,784655,M,77,Luigi Sepe,77,Parma,1404,23.0,57.6,23,12,0,assisted,strongFoot,0,
12,1,2,20/09/2020,Parma,SSC Napoli,63,SSC Napoli,2714,False,1724,Dries Mertens,32493,M,80,Luigi Sepe,77,Parma,1404,12.8,56.1,13,17,0,regular,strongFoot,1,
11,1,2,20/09/2020,Parma,SSC Napoli,66,SSC Napoli,2714,False,1724,Dries Mertens,32493,M,80,Luigi Sepe,77,Parma,1404,19.5,52.8,19,5,1,assisted,strongFoot,0,
10,1,2,20/09/2020,Parma,SSC Napoli,68,SSC Napoli,2714,False,1724,Lorenzo Insigne,106258,M,77,Luigi Sepe,77,Parma,1404,20.8,55.7,21,10,1,assisted,strongFoot,0,
9,1,2,20/09/2020,Parma,SSC Napoli,70,SSC Napoli,2714,False,1724,Giovanni Di Lorenzo,153257,D,68,Luigi Sepe,77,Parma,1404,20.5,47.8,20,4,1,assisted,weakFoot,0,
8,1,2,20/09/2020,Parma,SSC Napoli,70,SSC Napoli,2714,False,1724,Victor Osimhen,822471,F,78,Luigi Sepe,77,Parma,1404,10.2,43.6,11,23,1,assisted,head,0,
7,1,2,20/09/2020,Parma,SSC Napoli,77,SSC Napoli,2714,False,1724,Hirving Lozano,385320,F,74,Luigi Sepe,77,Parma,1404,8.0,67.8,14,56,1,regular,strongFoot,0,
6,1,2,20/09/2020,Parma,SSC Napoli,77,SSC Napoli,2714,False,1724,Lorenzo Insigne,106258,M,77,Luigi Sepe,77,Parma,1404,2.5,50.4,2,6,1,regular,strongFoot,1,
5,1,2,20/09/2020,Parma,SSC Napoli,80,SSC Napoli,2714,False,1724,Victor Osimhen,822471,F,78,Luigi Sepe,77,Parma,1404,15.0,71.1,20,43,2,assisted,strongFoot,0,
4,1,2,20/09/2020,Parma,SSC Napoli,81,Parma,2690,True,1404,Andreas Cornelius,183483,F,74,David Ospina,79,SSC Napoli,1724,12.5,53.4,12,10,-2,assisted,head,0,
3,1,2,20/09/2020,Parma,SSC Napoli,85,SSC Napoli,2714,False,1724,Dries Mertens,32493,M,80,Luigi Sepe,77,Parma,1404,21.8,41.3,22,15,2,assisted,strongFoot,0,
2,1,2,20/09/2020,Parma,SSC Napoli,88,SSC Napoli,2714,False,1724,Matteo Politano,235672,M,77,Luigi Sepe,77,Parma,1404,22.9,61.1,24,18,2,assisted,strongFoot,0,
1,1,2,20/09/2020,Parma,SSC Napoli,90,Parma,2690,True,1404,Juraj Kucka,48563,M,73,David Ospina,79,SSC Napoli,1724,18.3,50.7,18,1,-2,assisted,strongFoot,0,
0,1,2,20/09/2020,Parma,SSC Napoli,90,Parma,2690,True,1404,Jacopo Dezi,173349,M,65,David Ospina,79,SSC Napoli,1724,19.1,44.3,19,11,-2,assisted,weakFoot,0,
26,1,3,20/09/2020,Genoa,FC Crotone,1,FC Crotone,2718,False,1404,Junior Messias,888219,F,61,Mattia Perin,82,Genoa,1371,24.3,28.2,28,31,0,regular,strongFoot,0,
25,1,3,20/09/2020,Genoa,FC Crotone,4,Genoa,2713,True,1371,Davide Zappacosta,132318,M,65,Alex Cordaz,72,FC Crotone,1404,26.8,29.3,30,27,0,assisted,strongFoot,0,
24,1,3,20/09/2020,Genoa,FC Crotone,6,Genoa,2713,True,1371,Mattia Destro,100570,F,70,Alex Cordaz,72,FC Crotone,1404,4.9,54.8,5,33,0,assisted,strongFoot,1,
23,1,3,20/09/2020,Genoa,FC Crotone,9,Genoa,2713,True,1371,Goran Pandev,2695,F,73,Alex Cordaz,72,FC Crotone,1404,10.1,57.2,11,25,1,assisted,strongFoot,1,
22,1,3,20/09/2020,Genoa,FC Crotone,12,FC Crotone,2718,False,1404,Emmanuel Rivière,38764,F,66,Mattia Perin,82,Genoa,1371,18.7,47.8,18,4,-2,assisted,weakFoot,0,
21,1,3,20/09/2020,Genoa,FC Crotone,15,FC Crotone,2718,False,1404,Simy,170499,F,74,Mattia Perin,82,Genoa,1371,6.2,51.3,6,8,-2,assisted,strongFoot,0,
20,1,3,20/09/2020,Genoa,FC Crotone,23,FC Crotone,2718,False,1404,Emmanuel Rivière,38764,F,66,Mattia Perin,82,Genoa,1371,26.8,53.4,26,4,-2,regular,strongFoot,0,
19,1,3,20/09/2020,Genoa,FC Crotone,24,Genoa,2713,True,1371,Davide Zappacosta,132318,M,65,Alex Cordaz,72,FC Crotone,1404,18.5,29.3,23,37,2,assisted,strongFoot,0,
18,1,3,20/09/2020,Genoa,FC Crotone,26,Genoa,2713,True,1371,Mattia Destro,100570,F,70,Alex Cordaz,72,FC Crotone,1404,16.2,28.5,21,42,2,regular,strongFoot,0,
17,1,3,20/09/2020,Genoa,FC Crotone,28,FC Crotone,2718,False,1404,Emmanuel Rivière,38764,F,66,Mattia Perin,82,Genoa,1371,2.2,56.1,4,62,-2,assisted,strongFoot,1,
16,1,3,20/09/2020,Genoa,FC Crotone,31,FC Crotone,2718,False,1404,Niccolò Zanellato,845023,M,46,Mattia Perin,82,Genoa,1371,14.5,49.6,14,1,-1,regular,strongFoot,0,
15,1,3,20/09/2020,Genoa,FC Crotone,34,Genoa,2713,True,1371,Davide Zappacosta,132318,M,65,Alex Cordaz,72,FC Crotone,1404,24.5,36.7,26,20,1,assisted,strongFoot,1,
14,1,3,20/09/2020,Genoa,FC Crotone,42,FC Crotone,2718,False,1404,Simy,170499,F,74,Mattia Perin,82,Genoa,1371,6.0,47.6,6,15,-2,set-piece,head,0,
13,1,3,20/09/2020,Genoa,FC Crotone,42,FC Crotone,2718,False,1404,Luca Cigarini,12656,M,65,Mattia Perin,82,Genoa,1371,23.5,54.6,23,7,-2,set-piece,strongFoot,0,
12,1,3,20/09/2020,Genoa,FC Crotone,43,Genoa,2713,True,1371,Paolo Ghiglione,787642,M,50,Alex Cordaz,72,FC Crotone,1404,9.5,63.1,13,43,2,assisted,strongFoot,0,
11,1,3,20/09/2020,Genoa,FC Crotone,54,FC Crotone,2718,False,1404,Luca Cigarini,12656,M,65,Mattia Perin,82,Genoa,1371,24.1,53.0,24,4,-2,regular,strongFoot,0,
10,1,3,20/09/2020,Genoa,FC Crotone,54,FC Crotone,2718,False,1404,Junior Messias,888219,F,61,Mattia Perin,82,Genoa,1371,21.1,64.8,23,25,-2,regular,strongFoot,0,
9,1,3,20/09/2020,Genoa,FC Crotone,57,Genoa,2713,True,1371,Miha Zajc,139256,M,69,Alex Cordaz,72,FC Crotone,1404,19.8,61.8,21,22,2,regular,strongFoot,0,
8,1,3,20/09/2020,Genoa,FC Crotone,57,Genoa,2713,True,1371,Miha Zajc,139256,M,69,Alex Cordaz,72,FC Crotone,1404,9.7,75.6,19,60,2,corner,strongFoot,0,
7,1,3,20/09/2020,Genoa,FC Crotone,63,FC Crotone,2718,False,1404,Junior Messias,888219,F,61,Mattia Perin,82,Genoa,1371,24.1,74.2,29,34,-2,assisted,strongFoot,0,
6,1,3,20/09/2020,Genoa,FC Crotone,67,Genoa,2713,True,1371,Mattia Destro,100570,F,70,Alex Cordaz,72,FC Crotone,1404,10.0,57.9,11,28,2,assisted,strongFoot,0,
5,1,3,20/09/2020,Genoa,FC Crotone,73,FC Crotone,2718,False,1404,Lisandro Magallán,248125,D,37,Mattia Perin,82,Genoa,1371,6.6,45.5,7,24,-2,corner,head,0,
4,1,3,20/09/2020,Genoa,FC Crotone,75,Genoa,2713,True,1371,Marko Pjaca,190435,F,67,Alex Cordaz,72,FC Crotone,1404,9.5,64.9,13,46,2,fast-break,strongFoot,1,
3,1,3,20/09/2020,Genoa,FC Crotone,83,FC Crotone,2718,False,1404,Simy,170499,F,74,Mattia Perin,82,Genoa,1371,13.2,53.9,13,11,-3,regular,strongFoot,0,
2,1,3,20/09/2020,Genoa,FC Crotone,84,Genoa,2713,True,1371,Mattia Destro,100570,F,70,Alex Cordaz,72,FC Crotone,1404,10.7,36.1,14,41,3,fast-break,weakFoot,0,
1,1,3,20/09/2020,Genoa,FC Crotone,85,Genoa,2713,True,1371,Mattia Destro,100570,F,70,Alex Cordaz,72,FC Crotone,1404,3.9,41.3,7,56,3,corner,strongFoot,0,
0,1,3,20/09/2020,Genoa,FC Crotone,85,Genoa,2713,True,1371,Mattia Destro,100570,F,70,Alex Cordaz,72,FC Crotone,1404,3.8,37.7,9,65,3,corner,strongFoot,0,
40,1,4,20/09/2020,Sassuolo,Cagliari,1,Sassuolo,2793,True,1459,Manuel Locatelli,363860,M,63,Alessio Cragno,81,Cagliari,1391,21.7,50.6,21,1,0,assisted,weakFoot,0,
39,1,4,20/09/2020,Sassuolo,Cagliari,2,Sassuolo,2793,True,1459,Gian Marco Ferrari,170887,D,26,Alessio Cragno,81,Cagliari,1391,8.5,37.7,11,44,0,corner,head,0,
38,1,4,20/09/2020,Sassuolo,Cagliari,3,Sassuolo,2793,True,1459,Lukáš Haraslín,325121,F,61,Alessio Cragno,81,Cagliari,1391,13.1,32.8,17,41,0,assisted,strongFoot,0,
37,1,4,20/09/2020,Sassuolo,Cagliari,4,Sassuolo,2793,True,1459,Domenico Berardi,253367,F,79,Alessio Cragno,81,Cagliari,1391,23.3,61.7,24,18,0,corner,weakFoot,0,
36,1,4,20/09/2020,Sassuolo,Cagliari,8,Sassuolo,2793,True,1459,Lukáš Haraslín,325121,F,61,Alessio Cragno,81,Cagliari,1391,11.1,13.5,27,65,0,free-kick,strongFoot,0,
35,1,4,20/09/2020,Sassuolo,Cagliari,9,Sassuolo,2793,True,1459,Rogério,830551,D,51,Alessio Cragno,81,Cagliari,1391,20.9,39.4,22,19,0,corner,strongFoot,0,
34,1,4,20/09/2020,Sassuolo,Cagliari,10,Sassuolo,2793,True,1459,Francesco Caputo,43905,F,78,Alessio Cragno,81,Cagliari,1391,9.7,72.7,18,57,0,assisted,strongFoot,0,
33,1,4,20/09/2020,Sassuolo,Cagliari,11,Sassuolo,2793,True,1459,Francesco Caputo,43905,F,78,Alessio Cragno,81,Cagliari,1391,12.6,55.3,13,15,0,assisted,strongFoot,0,
32,1,4,20/09/2020,Sassuolo,Cagliari,13,Sassuolo,2793,True,1459,Manuel Locatelli,363860,M,63,Alessio Cragno,81,Cagliari,1391,23.1,53.2,23,5,0,assisted,strongFoot,0,
31,1,4,20/09/2020,Sassuolo,Cagliari,18,Sassuolo,2793,True,1459,Jeremy Toljan,149606,D,41,Alessio Cragno,81,Cagliari,1391,7.9,69.0,15,58,0,assisted,strongFoot,0,
30,1,4,20/09/2020,Sassuolo,Cagliari,22,Cagliari,2719,False,1391,Charalampos Lykogiannis,98212,D,67,Andrea Consigli,81,Sassuolo,1459,29.5,65.6,31,19,0,free-kick,strongFoot,0,
29,1,4,20/09/2020,Sassuolo,Cagliari,29,Sassuolo,2793,True,1459,Domenico Berardi,253367,F,79,Alessio Cragno,81,Cagliari,1391,20.8,41.6,21,15,0,assisted,strongFoot,0,
28,1,4,20/09/2020,Sassuolo,Cagliari,30,Sassuolo,2793,True,1459,Vlad Chiricheş,69295,M,63,Alessio Cragno,81,Cagliari,1391,21.2,60.8,22,19,0,assisted,weakFoot,0,
27,1,4,20/09/2020,Sassuolo,Cagliari,30,Sassuolo,2793,True,1459,Lukáš Haraslín,325121,F,61,Alessio Cragno,81,Cagliari,1391,10.4,35.4,14,43,0,regular,weakFoot,0,
26,1,4,20/09/2020,Sassuolo,Cagliari,36,Cagliari,2719,False,1391,João Pedro Galvão,123208,F,77,Andrea Consigli,81,Sassuolo,1459,21.1,34.0,23,27,0,assisted,strongFoot,0,
25,1,4,20/09/2020,Sassuolo,Cagliari,38,Sassuolo,2793,True,1459,Domenico Berardi,253367,F,79,Alessio Cragno,81,Cagliari,1391,27.2,40.8,27,12,0,free-kick,strongFoot,0,
24,1,4,20/09/2020,Sassuolo,Cagliari,39,Sassuolo,2793,True,1459,Manuel Locatelli,363860,M,63,Alessio Cragno,81,Cagliari,1391,21.5,52.8,21,5,0,assisted,strongFoot,0,
23,1,4,20/09/2020,Sassuolo,Cagliari,43,Cagliari,2719,False,1391,Giovanni Simeone,341143,F,74,Andrea Consigli,81,Sassuolo,1459,4.4,60.2,8,57,0,corner,head,0,
22,1,4,20/09/2020,Sassuolo,Cagliari,45,Sassuolo,2793,True,1459,Lukáš Haraslín,325121,F,61,Alessio Cragno,81,Cagliari,1391,5.8,37.1,10,56,0,assisted,head,0,
21,1,4,20/09/2020,Sassuolo,Cagliari,45,Sassuolo,2793,True,1459,Rogério,830551,D,51,Alessio Cragno,81,Cagliari,1391,20.7,37.3,22,22,0,assisted,strongFoot,0,
20,1,4,20/09/2020,Sassuolo,Cagliari,45,Cagliari,2719,False,1391,Nahitan Nández,589620,M,66,Andrea Consigli,81,Sassuolo,1459,4.4,66.4,11,68,0,assisted,strongFoot,0,
19,1,4,20/09/2020,Sassuolo,Cagliari,45,Cagliari,2719,False,1391,Giovanni Simeone,341143,F,74,Andrea Consigli,81,Sassuolo,1459,8.8,51.5,8,6,0,assisted,head,0,
18,1,4,20/09/2020,Sassuolo,Cagliari,48,Sassuolo,2793,True,1459,Francesco Caputo,43905,F,78,Alessio Cragno,81,Cagliari,1391,7.6,45.9,8,20,0,assisted,weakFoot,0,
17,1,4,20/09/2020,Sassuolo,Cagliari,50,Cagliari,2719,False,1391,Nahitan Nández,589620,M,66,Andrea Consigli,81,Sassuolo,1459,20.5,71.1,25,34,0,regular,strongFoot,0,
16,1,4,20/09/2020,Sassuolo,Cagliari,52,Sassuolo,2793,True,1459,Gian Marco Ferrari,170887,D,26,Alessio Cragno,81,Cagliari,1391,13.5,40.6,14,25,0,corner,weakFoot,0,
15,1,4,20/09/2020,Sassuolo,Cagliari,52,Sassuolo,2793,True,1459,Rogério,830551,D,51,Alessio Cragno,81,Cagliari,1391,21.1,34.0,23,27,0,corner,strongFoot,0,
14,1,4,20/09/2020,Sassuolo,Cagliari,56,Sassuolo,2793,True,1459,Rogério,830551,D,51,Alessio Cragno,81,Cagliari,1391,27.6,38.8,28,15,0,corner,strongFoot,0,
13,1,4,20/09/2020,Sassuolo,Cagliari,57,Sassuolo,2793,True,1459,Pedro Obiang,46799,M,59,Alessio Cragno,81,Cagliari,1391,25.5,41.2,26,13,0,assisted,strongFoot,0,
12,1,4,20/09/2020,Sassuolo,Cagliari,65,Sassuolo,2793,True,1459,Francesco Caputo,43905,F,78,Alessio Cragno,81,Cagliari,1391,11.3,42.4,12,24,0,assisted,strongFoot,0,
11,1,4,20/09/2020,Sassuolo,Cagliari,65,Sassuolo,2793,True,1459,Francesco Caputo,43905,F,78,Alessio Cragno,81,Cagliari,1391,10.6,39.0,12,35,0,regular,weakFoot,0,
10,1,4,20/09/2020,Sassuolo,Cagliari,68,Sassuolo,2793,True,1459,Domenico Berardi,253367,F,79,Alessio Cragno,81,Cagliari,1391,21.5,42.4,22,13,0,assisted,strongFoot,0,
9,1,4,20/09/2020,Sassuolo,Cagliari,74,Sassuolo,2793,True,1459,Domenico Berardi,253367,F,79,Alessio Cragno,81,Cagliari,1391,14.3,67.8,18,40,0,assisted,strongFoot,0,
8,1,4,20/09/2020,Sassuolo,Cagliari,77,Cagliari,2719,False,1391,Giovanni Simeone,341143,F,74,Andrea Consigli,81,Sassuolo,1459,3.9,51.6,4,15,0,assisted,head,1,
7,1,4,20/09/2020,Sassuolo,Cagliari,79,Sassuolo,2793,True,1459,Francesco Caputo,43905,F,78,Alessio Cragno,81,Cagliari,1391,8.1,47.2,8,13,-1,assisted,weakFoot,0,
6,1,4,20/09/2020,Sassuolo,Cagliari,79,Sassuolo,2793,True,1459,Manuel Locatelli,363860,M,63,Alessio Cragno,81,Cagliari,1391,18.3,52.1,18,4,-1,assisted,strongFoot,0,
5,1,4,20/09/2020,Sassuolo,Cagliari,81,Cagliari,2719,False,1391,Paolo Faragò,253387,M,55,Andrea Consigli,81,Sassuolo,1459,10.7,71.5,18,53,1,assisted,strongFoot,0,
4,1,4,20/09/2020,Sassuolo,Cagliari,83,Sassuolo,2793,True,1459,Mert Müldür,836683,D,48,Alessio Cragno,81,Cagliari,1391,8.5,74.2,18,62,-1,assisted,strongFoot,0,
3,1,4,20/09/2020,Sassuolo,Cagliari,86,Sassuolo,2793,True,1459,Grégoire Defrel,148566,F,77,Alessio Cragno,81,Cagliari,1391,22.4,45.2,22,8,-1,assisted,weakFoot,0,
2,1,4,20/09/2020,Sassuolo,Cagliari,87,Sassuolo,2793,True,1459,Mehdi Bourabia,98003,M,60,Alessio Cragno,81,Cagliari,1391,26.6,49.6,26,0,-1,free-kick,strongFoot,1,
1,1,4,20/09/2020,Sassuolo,Cagliari,90,Sassuolo,2793,True,1459,Domenico Berardi,253367,F,79,Alessio Cragno,81,Cagliari,1391,21.5,59.2,22,16,0,assisted,strongFoot,0,
0,1,4,20/09/2020,Sassuolo,Cagliari,90,Sassuolo,2793,True,1459,Manuel Locatelli,363860,M,63,Alessio Cragno,81,Cagliari,1391,27.9,53.4,27,4,0,assisted,strongFoot,0,
34,1,5,20/09/2020,Juventus,Sampdoria,5,Juventus,2687,True,1878,Cristiano Ronaldo,750,F,92,Emil Audero,77,Sampdoria,1459,26.5,22.6,32,35,0,free-kick,strongFoot,0,
33,1,5,20/09/2020,Juventus,Sampdoria,6,Juventus,2687,True,1878,Danilo,124992,D,69,Emil Audero,77,Sampdoria,1459,29.5,64.8,31,18,0,assisted,strongFoot,0,
32,1,5,20/09/2020,Juventus,Sampdoria,11,Juventus,2687,True,1878,Cristiano Ronaldo,750,F,92,Emil Audero,77,Sampdoria,1459,8.0,34.7,13,52,0,assisted,weakFoot,0,
31,1,5,20/09/2020,Juventus,Sampdoria,13,Juventus,2687,True,1878,Dejan Kulusevski,928124,M,67,Emil Audero,77,Sampdoria,1459,14.4,67.8,18,40,0,assisted,strongFoot,1,
30,1,5,20/09/2020,Juventus,Sampdoria,24,Juventus,2687,True,1878,Cristiano Ronaldo,750,F,92,Emil Audero,77,Sampdoria,1459,7.8,32.4,14,56,0,fast-break,weakFoot,0,
29,1,5,20/09/2020,Juventus,Sampdoria,27,Sampdoria,2711,False,1459,Albin Ekdal,21992,M,65,Wojciech Szczęsny,87,Juventus,1878,14.5,46.4,14,9,0,corner,strongFoot,0,
28,1,5,20/09/2020,Juventus,Sampdoria,27,Sampdoria,2711,False,1459,Jakub Jankto,569556,M,68,Wojciech Szczęsny,87,Juventus,1878,20.5,32.2,23,30,0,corner,strongFoot,0,
27,1,5,20/09/2020,Juventus,Sampdoria,31,Sampdoria,2711,False,1459,Federico Bonazzoli,284363,F,64,Wojciech Szczęsny,87,Juventus,1878,24.9,48.5,24,2,0,assisted,strongFoot,0,
26,1,5,20/09/2020,Juventus,Sampdoria,34,Juventus,2687,True,1878,Cristiano Ronaldo,750,F,92,Emil Audero,77,Sampdoria,1459,12.2,44.8,12,16,0,regular,strongFoot,0,
25,1,5,20/09/2020,Juventus,Sampdoria,43,Juventus,2687,True,1878,Weston McKennie,881931,M,62,Emil Audero,77,Sampdoria,1459,19.2,34.0,22,29,0,assisted,weakFoot,0,
24,1,5,20/09/2020,Juventus,Sampdoria,45,Sampdoria,2711,False,1459,Fabio Depaoli,830288,M,52,Wojciech Szczęsny,87,Juventus,1878,18.9,68.7,22,33,0,fast-break,strongFoot,0,
23,1,5,20/09/2020,Juventus,Sampdoria,47,Juventus,2687,True,1878,Gianluca Frabotta,867734,M,46,Emil Audero,77,Sampdoria,1459,13.1,28.3,19,48,0,assisted,strongFoot,0,
22,1,5,20/09/2020,Juventus,Sampdoria,52,Sampdoria,2711,False,1459,Federico Bonazzoli,284363,F,64,Wojciech Szczęsny,87,Juventus,1878,9.8,51.8,9,7,0,assisted,weakFoot,0,
21,1,5,20/09/2020,Juventus,Sampdoria,52,Sampdoria,2711,False,1459,Gastón Ramírez,135590,M,74,Wojciech Szczęsny,87,Juventus,1878,18.5,27.0,24,40,0,assisted,strongFoot,0,
20,1,5,20/09/2020,Juventus,Sampdoria,53,Juventus,2687,True,1878,Cristiano Ronaldo,750,F,92,Emil Audero,77,Sampdoria,1459,17.4,35.1,20,30,0,assisted,strongFoot,0,
18,1,5,20/09/2020,Juventus,Sampdoria,58,Sampdoria,2711,False,1459,Morten Thorsby,280991,M,58,Wojciech Szczęsny,87,Juventus,1878,7.4,50.7,7,3,0,assisted,head,0,
19,1,5,20/09/2020,Juventus,Sampdoria,58,Sampdoria,2711,False,1459,Bartosz Bereszyński,109461,D,55,Wojciech Szczęsny,87,Juventus,1878,26.7,56.3,27,9,0,regular,strongFoot,0,
17,1,5,20/09/2020,Juventus,Sampdoria,59,Juventus,2687,True,1878,Cristiano Ronaldo,750,F,92,Emil Audero,77,Sampdoria,1459,11.1,52.6,11,9,0,assisted,weakFoot,0,
16,1,5,20/09/2020,Juventus,Sampdoria,66,Sampdoria,2711,False,1459,Fabio Quagliarella,11621,F,85,Wojciech Szczęsny,87,Juventus,1878,12.1,63.9,15,37,0,regular,strongFoot,0,
15,1,5,20/09/2020,Juventus,Sampdoria,67,Juventus,2687,True,1878,Cristiano Ronaldo,750,F,92,Emil Audero,77,Sampdoria,1459,21.9,48.9,21,1,0,assisted,weakFoot,0,
