player,playerID
Kouadio Emmanuel Kone,250723
Jerome Boateng,183907
Jeong-Ho Hong,200588
Milos Jojic,221838
Johan Danon Djourou-Gbadjere,162893
Julian Draxler,202166
Max Meyer,212150
Assani Lukimya-Mulongoti,184852
Ivan Perisic,181458
Kevin De Bruyne,192985
Andre Hahn,230054
Dusan Svento,181274
Franck Bilal Ribery,156616
Frederik Hillesborg Sorensen,201342
Ja-Cheol Koo,182152
Joo-Ho Park,191566
Lukas Klunter,229487
Mevlut Erdinc,176481
Noah-Joel Sarenren-Bazee,233472
Thiago Alcantara do Nascimento,189509
Alberto Paloschi,186961
Anderson Hernanes de Carvalho Andrade,180432
Emmanuel Agyemang-Badu,192575
Federico Barba,211557
Felipe Dias da Silva dal Belo,768
Filippo Falco,210329
Filippo Porcari,158738
Fredy Alejandro Guarin Vasquez,169051
German Gustavo Denis,142938
Gervais Lombe Yao Kouassi,170733
Giuseppe Rossi,162409
Joan Verdu Fernandez,147004
Kingsley Coman,213345
Luca Martinelli,205406
M''Baye Babacar Niang,204077
Manuel Rolando Iturra Urrutia,176903
Mario Suarez Mata,171018
Maximiliano Gaston Lopez,138806
Maximiliano Nicol Moralez,183895
Nigel de Jong,53578
Paul-Jose M''Poku Ebunge,187858
Adam Johnson,165740
Adnan Januzaj,208330
Alexandre Dimitri Song-Billong,157503
Andrew Philip King,186578
Bamidele Alli,211117
Bradley Johnson,152536
Bradley Shaun Smith,210389
Cheik Ismael Tiote,170783
Daniel Nii Tackie Mensah Welbeck,186146
Daniel William John Ings,195859
Danny Graham,163340
Gilbert Gianelli Imbula Wanga,197681
Glenn Murray,172937
Guangtai Jiang,200741
Javier Hernandez Balcazar,178224
John Michael Nchekwube Obinna,164477
Jonathan Grant Evans,169588
Jonjoe Kenny,224263
Mamadou Sakho,183285
Marouane Fellaini-Bakkioui,176944
Max-Alain Gradel,182945
Miguel Arturo Layun Prado,178322
Mikel Arteta Amatriain,45119
Modibo Maiga,183811
Mousa Sidi Yaya Dembele,162240
Nikica Jelavic,182763
Oluwaseyi Babajide Ojo,224021
Rhu-endly Martina,204519
Sullay Kaikai,212493
Tammy Bakumo-Abraham,231352
Wilfredo Caballero,139062
Yann Gerard M''Vila,187052
Alberto De La Bella Madureno,172013
German Alejandro Pezzella,193601
Jackson Arley Martinez Valencia,196144
Jorge Resurreccion Merodio,193747
Jose Maria Martin-Bejarano Serrano,210868
Juan Pablo Anor Acosta,216468
Oliver Torres Munoz,208777
Raul Garcia Escudero,171579
Alfred John Momar N''Diaye,188879
Alhassane Bangoura,203528
Angel Lafita Castillo,146513
Augusto Matias Fernandez,176915
Ciro Immobile,192387
Claudio Matias Kranevitter,214977
Daniel Arnaud N''Di,225123
David Carmona Sierra,234151
Diego Gonzalez Polanco,227106
Diego Roberto Godin Leal,182493
Fabian Ruiz Pena,226271
Jonas Manuel Gutierrez,142822
Jordi Figueras Montel,192707
Jorge Mere Perez,223033
Jose Maria Gimenez de Vargas,216460
Manu Fernandez,80666
Nicolas Federico Lopez Alonso,207715
Nordin Amrabat,183108
Roger Marti Salvador,207732
Saul Niguez Esclapez,208421
Simone Verdi,196889
Steven N''Kemboanza Mike Christopher Nzonzi,187936
Abdoul Razzagui Camara,193953
Claudio Beauvue,183068
Florian Thauvin,204970
Francois Modesto,105471
Giovanni-Guy Yann Sio,105471
Gnaly Maxwell Cornet,215798
Henri Saivet,183256
Ismael Tiemoko Diomande,203435
Jacques-Alaixys Romao,159175
Jean Pierre Nsame,209973
Jeremy Clement,163530
Lucas Deaux,178051
Nabil Dirar,177525
Nicolas Alexis Julio N'Koulou Ndoubena,188829
Sebastien Antoine Luc Salles Lamonge,232116
Valentin Lavigne,221862
Wahbi Khazri,194845
Yohan Mollo,183800
Patric,206098
Alex Valle,273875
Martin Baturina,262842
Youssouf Fofana,245630
Jacobo Ramon,70966
Fikayo Tomori,232756
Federico Chiesa,235805
Antoine Semenyo,241236
Florian Wirtz,256630
Jeremie Frimpong,253149
Alexis Mac Allister,239837
Hugo Ekitike,257289
Marcus Tavernier,237477
Virgil van Dijk,203376
Anthony Gordon,242964
Anthony Elanga,257470
Fabian Schar,210047
Boubacar Kamara,236987
Ollie Watkins,221697
Harvey Barnes,234742
Junior Messias,240938
Marc Kempf,210719
Mario Gila,268804
Isak Hien,260697
Benjamin Pavard,226851
Che Adams,226093
Alieu Fadera,263882
Jeremy Sarmiento,263522
Jean Daniel Akpa-Akpro,205343
Nicolas-Gerrit Kuhn,239977
Tarik Muharemovic,262027
Stefano Sabelli,206159
Martin Frese,238009
Moatasem Al-Musrati,252308
Unai Nunez,240900
Remo Freuler,202024
Oumar Solet,242238
Francesco Coppola,278294
Yael Trepy,82808
Niclas Fullkrug,205431
Tiago Gabriel,70555
Victor Nelsson,235658
Filippo Terracciano,271579
Rafiu Durosinmi,273128
Manor Solomon,246791
Robinio Vaz,76410
Giovanni Fabbian,271019
Ze Pedro,278668
Kenneth Taylor,255009
Omri Gandelman,277840
Giacomo Raspadori,253002
Sebastian Otoa,271882
Petar Ratkov,275978
Felipe Loyola,71230
Antonio Caracciolo,199174
Giovane,80283
Sulemana,271577
Sandi Lovric,223866
Matteo Prati,272725
Milan Duric,192840
Andrea Cambiaso,258966
Sandro Kulenovic,236413
Jeremie Boga,224422
Youssef Maleh,236838
Alberto Dossena,237586
Fabiano Parisi,258976
M'bala Nzola,240452
Mandela Keita,261539
Paul Mendy,83827
Davide Bartesaghi,278237
Ioan Vermesan,81251
Mattia Mosconi,82088
Andrias Edmundsson,79069
Pietro Comuzzo,278340
Piotr Zielinski,210406
Tommaso Macchioni,82435
Daniel Mikolajewski,74453
Simone Lottici Tessadri,85232
Jacopo Grossi,85106
Raoul Bellanova,247229
Nicolo Casale,239770
Berat Djimsiti,208165
Dani Silva,270686
Sead Kolasinac,207993
Lior Kasa,74927
Jesse Joronen,199904
Vasilije Adzic,75085
Woyo Coulibaly,251335
Mats Hummels,178603
Maduka Okoye,257288
Mario Balotelli,186627
Lautaro Giannetti,215147
Matteo Darmian,184392
Antonio Candela,252315
Santiago Castro,267861
Lorenzo Montipo,215363
Nicola Leali,201299
Michael Folorunsho,268683
Alessio Zerbin,237669
Jaka Bijol,244238
Mathias Lovik,264294
Gaetano Castrovilli,225014
Stefan Lekovic,278033
Jonathan Ikone,234612
Christian Kouame,235866
Ivan Smolcic,77163
Alessandro Vogliacco,245566
Noah Okafor,242530
Nicolo Zaniolo,238067
Marin Pongracic,238370
Cristiano Biraghi,201389
Adam Marusic,224031
Nicolas Valentini,267681
Riccardo Sottil,246431
Amir Rrahmani,244263
Thomas Campaniello,76025
Kevin Zeroli,278351
Mateo Pellegrino,263229
Keita Balde,215785
Davide Calabria,228881
Mergim Vojvoda,228349
Antonino Gallo,244717
Warren Bondo,257353
Cher Ndour,276682
Sergiu Perciun,76027
Morten Frendrup,242633
Alex Meret,225116
Semuel Pizzignacco,268875
Tommaso Gabellini,75443
